,Fixture_ID,Season,Competition,Date,Home_Team,Away_Team,Score
0,12649002,2012-13,DIV5,25/05/13,Old Brentwoods IV,Old Foresters IV,8 - 4
1,12649001,2012-13,DIV5,18/05/13,Old Brentwoods IV,Old Brentwoods III,5 - 3
2,12637620,2012-13,PREM,11/05/13,Lancing Old Boys,KCS Old Boys,1 - 1
3,12639446,2012-13,PREM,11/05/13,Old Etonians,Old Chigwellians,4 - 0
4,12639447,2012-13,DIV1,11/05/13,Old Malvernians,Old Haileyburians,1 - 3
5,12631497,2012-13,DIV2,11/05/13,Old Cholmeleians II,Lancing Old Boys II,4 - 1
6,12639448,2012-13,DIV3,11/05/13,Old Wykehamists II,Old Marlburians,1 - 6
7,12631636,2012-13,DIV4,11/05/13,Old Amplefordians,Old Westminsters II,"Away Walkover
										
										A - W"
8,12643281,2012-13,DIV5,11/05/13,Old Brentwoods IV,Old Foresters III,2 - 0
9,12632423,2012-13,DIV5,11/05/13,Old Foresters IV,Old Citizens,1 - 6
10,12641287,2012-13,PREM,05/05/13,Old Brentwoods,Old Carthusians,2 - 6
11,12614177,2012-13,PREM,04/05/13,KCS Old Boys,Old Etonians,1 - 5
12,12631463,2012-13,PREM,04/05/13,Old Carthusians,Old Brentwoods,5 - 3
13,12636819,2012-13,DIV1,04/05/13,Old Westminsters,Old Haileyburians,0 - 0
14,12636926,2012-13,DIV1,04/05/13,Old Wykehamists,Old King's Scholars,7 - 1
15,12631499,2012-13,DIV2,04/05/13,Old Carthusians III,Old Carthusians II,0 - 0
16,12631496,2012-13,DIV2,04/05/13,Old Cholmeleians II,Old Chigwellians II,4 - 1
17,12631503,2012-13,DIV3,04/05/13,Old Marlburians,Kings College Wimbledon II,1 - 7
18,12632422,2012-13,DIV5,04/05/13,Old Brentwoods IV,Old Citizens,3 - 6
19,12633239,2012-13,DIV5,04/05/13,Old Foresters III,Old Brentwoods III,2 - 1
20,12631493,2012-13,DIV2,28/04/13,Old Cholmeleians II,Old Carthusians III,1 - 1
21,12636584,2012-13,DMVP,28/04/13,Old Etonians,Old Harrovians,"1 - 1 
										
											
(Pens 5-4, HT 1-1)"
22,12636588,2012-13,DMVC,28/04/13,Lancing Old Boys,Old Salopians,3 - 1
23,12631466,2012-13,PREM,27/04/13,Lancing Old Boys,Old Cholmeleians,2 - 0
24,12621535,2012-13,PREM,27/04/13,Old Cholmeleians,Lancing Old Boys,0 - 2
25,12621536,2012-13,PREM,27/04/13,Old Etonians,Old Foresters,1 - 4
26,12621537,2012-13,PREM,27/04/13,Old Harrovians,KCS Old Boys,3 - 2
27,12636925,2012-13,DIV1,27/04/13,Old Malvernians,Old Bradfieldians,3 - 1
28,12617658,2012-13,DIV2,27/04/13,Old Wellingtonians,Old Haberdashers,1 - 2
29,12629953,2012-13,DIV2,27/04/13,Lancing Old Boys II,Old Chigwellians II,0 - 1
30,12638917,2012-13,DIV2,27/04/13,Old Carthusians III,Old Salopians II,"Home Walkover
										
										H - W"
31,12631507,2012-13,DIV3,27/04/13,Old Marlburians,Old Harrovians II,3 - 1
32,12631514,2012-13,DIV4,27/04/13,Old Amplefordians,Old Epsomians,2 - 3
33,12631515,2012-13,DIV4,27/04/13,Old Cholmeleians III,Old Berkhamstedians,0 - 1
34,12632421,2012-13,DIV5,27/04/13,Old Brentwoods III,Old Citizens,0 - 6
35,12626282,2012-13,DIV5,27/04/13,Old Cholmeleians IV,Old Brentwoods IV,3 - 1
36,12632424,2012-13,DIV5,27/04/13,Old Foresters IV,Old Foresters III,2 - 2
37,12634427,2012-13,FRE,27/04/13,Old Millhillians,Old Sennockians,4 - 1
38,12614180,2012-13,PREM,20/04/13,KCS Old Boys,Old Foresters,4 - 4
39,12614179,2012-13,PREM,20/04/13,Old Chigwellians,Old Harrovians,0 - 1
40,12631451,2012-13,PREM,20/04/13,Old Cholmeleians,Old Brentwoods,2 - 4
41,12617649,2012-13,DIV1,20/04/13,Old Malvernians,Old King's Scholars,4 - 1
42,12617650,2012-13,DIV1,20/04/13,Old Salopians,Old Bradfieldians,2 - 2
43,12617657,2012-13,DIV2,20/04/13,Old Wellingtonians,Old Chigwellians II,2 - 3
44,12623384,2012-13,DIV3,20/04/13,Old Harrovians II,Kings College Wimbledon II,1 - 0
45,12631111,2012-13,DIV3,20/04/13,Old Wykehamists II,Old Etonians II,0 - 6
46,12626278,2012-13,DIV4,20/04/13,Old Eastbournians,Old Chigwellians III,0 - 2
47,12631513,2012-13,DIV4,20/04/13,Old Amplefordians,Old Cholmeleians III,0 - 3
48,12626281,2012-13,DIV5,20/04/13,Old Cholmeleians IV,Old Brentwoods III,2 - 3
49,12624797,2012-13,ADC,20/04/13,Old Carthusians,Old Wykehamists,"4 - 0 
										
											
(HT 0-0)"
50,12624787,2012-13,JLC,20/04/13,Lancing Old Boys II,Old Carthusians III,0 - 1
51,12629939,2012-13,DWT,20/04/13,Old Citizens,Old Westminsters II,1 - 2
52,12634426,2012-13,FRE,20/04/13,Old Millhillians,Old Stoics,"1 - 1 
										
											
(Pens 5-4)"
53,12631551,2012-13,DIV5,14/04/13,Old Citizens,Old Chigwellians IV,"Home Walkover
										
										H - W"
54,12614178,2012-13,PREM,13/04/13,Lancing Old Boys,Old Carthusians,0 - 1
55,12614174,2012-13,PREM,13/04/13,Old Brentwoods,Old Tonbridgians,4 - 1
56,12614175,2012-13,PREM,13/04/13,Old Cholmeleians,Old Harrovians,"6 - 4 
										
											
(HT 5-1)"
57,12614176,2012-13,PREM,13/04/13,Old Foresters,Old Chigwellians,0 - 2
58,12617646,2012-13,DIV1,13/04/13,Old Aldenhamians,Old Bradfieldians,2 - 5
59,12617647,2012-13,DIV1,13/04/13,Old King's Scholars,Old Westminsters,3 - 2
60,12617648,2012-13,DIV1,13/04/13,Old Malvernians,Old Wykehamists,1 - 4
61,12617654,2012-13,DIV2,13/04/13,Old Cholmeleians II,Old Reptonians,1 - 3
62,12617656,2012-13,DIV2,13/04/13,Old Salopians II,Old Haberdashers,4 - 1
63,12623381,2012-13,DIV3,13/04/13,Old Brentwoods II,Kings College Wimbledon II,4 - 2
64,12623383,2012-13,DIV3,13/04/13,Old Wykehamists II,Old Harrovians II,3 - 1
65,12623382,2012-13,DIV3,13/04/13,Old Marlburians,Old Aldenhamians II,2 - 1
66,12626270,2012-13,DIV4,13/04/13,Old Amplefordians,Old Berkhamstedians,3 - 7
67,12626271,2012-13,DIV4,13/04/13,Old Epsomians,Old Westminsters II,1 - 3
68,12626279,2012-13,DIV5,13/04/13,Old Brentwoods III,Old Chigwellians IV,5 - 1
69,12626280,2012-13,DIV5,13/04/13,Old Malvernians II,Old Foresters IV,"Home Walkover
										
										H - W"
70,12624883,2012-13,DWT,13/04/13,Old Cholmeleians III,Old Citizens,"2 - 3 
										
											
(AET, HT 1-1)"
71,12624884,2012-13,DWT,13/04/13,Old Epsomians,Old Westminsters II,1 - 3
72,12621777,2012-13,DIV2,07/04/13,Old Wellingtonians,Old Carthusians III,3 - 2
73,12614172,2012-13,PREM,06/04/13,KCS Old Boys,Old Chigwellians,0 - 1
74,12614169,2012-13,PREM,06/04/13,Old Brentwoods,Old Etonians,0 - 1
75,12614170,2012-13,PREM,06/04/13,Old Cholmeleians,Old Carthusians,1 - 2
76,12614171,2012-13,PREM,06/04/13,Old Foresters,Lancing Old Boys,0 - 0
77,12614173,2012-13,PREM,06/04/13,Old Tonbridgians,Old Harrovians,3 - 1
78,12617643,2012-13,DIV1,06/04/13,Old King's Scholars,Old Aldenhamians,0 - 3
79,12617644,2012-13,DIV1,06/04/13,Old Malvernians,Old Radleians,3 - 2
80,12617645,2012-13,DIV1,06/04/13,Old Wykehamists,Old Bradfieldians,1 - 4
81,12617652,2012-13,DIV2,06/04/13,Old Chigwellians II,Old Reptonians,1 - 6
82,12617653,2012-13,DIV2,06/04/13,Old Cholmeleians II,Old Salopians II,4 - 1
83,12623380,2012-13,DIV3,06/04/13,Old Wykehamists II,Old Brentwoods II,1 - 2
84,12626998,2012-13,DIV4,06/04/13,Old Eastbournians,Old Epsomians,1 - 4
85,12626943,2012-13,DIV5,06/04/13,Old Malvernians II,Old Chigwellians IV,3 - 1
86,12622332,2012-13,JLC,06/04/13,Old Etonians II,Old Carthusians III,0 - 5
87,12622331,2012-13,JLC,06/04/13,Old Marlburians,Lancing Old Boys II,"1 - 1 
										
											
(Pens 3-4)"
88,12622193,2012-13,FRE,06/04/13,Old Sennockians,Old Stoics,"2 - 4 
										
											
(HT 0-2)"
89,12626933,2012-13,DIV5,30/03/13,Old Malvernians II,Old Cholmeleians IV,"Home Walkover
										
										H - W"
90,12612289,2012-13,PREM,23/03/13,Old Etonians,Old Harrovians,1 - 4
91,12612290,2012-13,PREM,23/03/13,Old Foresters,Old Tonbridgians,4 - 2
92,12622606,2012-13,DIV2,23/03/13,Old Salopians II,Old Reptonians,4 - 3
93,12612291,2012-13,PREM,16/03/13,Old Brentwoods,KCS Old Boys,4 - 0
94,12612292,2012-13,PREM,16/03/13,Old Carthusians,Old Harrovians,7 - 0
95,12612293,2012-13,PREM,16/03/13,Old Tonbridgians,Old Foresters,1 - 3
96,12622546,2012-13,DIV1,16/03/13,Old Aldenhamians,Old Wykehamists,3 - 1
97,12622547,2012-13,DIV1,16/03/13,Old Malvernians,Old Salopians,0 - 6
98,12622607,2012-13,DIV2,16/03/13,Old Reptonians,Old Carthusians II,5 - 0
99,12622665,2012-13,DIV3,16/03/13,Old Brentwoods II,Old Etonians II,2 - 4
100,12612294,2012-13,PREM,09/03/13,Old Brentwoods,Old Cholmeleians,1 - 1
101,12612295,2012-13,PREM,09/03/13,Old Carthusians,KCS Old Boys,3 - 0
102,12612296,2012-13,PREM,09/03/13,Old Chigwellians,Old Tonbridgians,2 - 1
103,12612297,2012-13,PREM,09/03/13,Old Etonians,Lancing Old Boys,0 - 2
104,12622548,2012-13,DIV1,09/03/13,Old Malvernians,Old Aldenhamians,4 - 2
105,12622549,2012-13,DIV1,09/03/13,Old Radleians,Old King's Scholars,3 - 1
106,12622666,2012-13,DIV3,09/03/13,Old Aldenhamians II,Old Brentwoods II,3 - 2
107,12622746,2012-13,DIV5,09/03/13,Old Citizens,Old Cholmeleians IV,7 - 1
108,12612298,2012-13,PREM,02/03/13,Old Chigwellians,Old Brentwoods,3 - 0
109,12612299,2012-13,PREM,02/03/13,Old Cholmeleians,KCS Old Boys,2 - 3
110,12622550,2012-13,DIV1,02/03/13,Old Aldenhamians,Old King's Scholars,5 - 0
111,12622551,2012-13,DIV1,02/03/13,Old Haileyburians,Old Westminsters,1 - 4
112,12622552,2012-13,DIV1,02/03/13,Old Radleians,Old Bradfieldians,2 - 3
113,12622553,2012-13,DIV1,02/03/13,Old Wykehamists,Old Salopians,1 - 2
114,12622610,2012-13,DIV2,02/03/13,Lancing Old Boys II,Old Carthusians II,1 - 0
115,12622608,2012-13,DIV2,02/03/13,Old Chigwellians II,Old Salopians II,2 - 0
116,12622609,2012-13,DIV2,02/03/13,Old Haberdashers,Old Cholmeleians II,1 - 0
117,12622611,2012-13,DIV2,02/03/13,Old Wellingtonians,Old Reptonians,1 - 1
118,12622667,2012-13,DIV3,02/03/13,Old Foresters II,Old Harrovians II,4 - 0
119,12622712,2012-13,DIV4,02/03/13,Old Westminsters II,Old Amplefordians,4 - 1
120,12622747,2012-13,DIV5,02/03/13,Old Brentwoods III,Old Foresters IV,2 - 0
121,12622748,2012-13,DIV5,02/03/13,Old Foresters III,Old Brentwoods IV,2 - 4
122,12612304,2012-13,PREM,23/02/13,KCS Old Boys,Old Tonbridgians,2 - 2
123,12612300,2012-13,PREM,23/02/13,Old Brentwoods,Lancing Old Boys,0 - 2
124,12612301,2012-13,PREM,23/02/13,Old Cholmeleians,Old Foresters,3 - 0
125,12612302,2012-13,PREM,23/02/13,Old Etonians,Old Carthusians,1 - 3
126,12612303,2012-13,PREM,23/02/13,Old Harrovians,Old Chigwellians,5 - 4
127,12622554,2012-13,DIV1,23/02/13,Old Bradfieldians,Old Salopians,1 - 1
128,12622555,2012-13,DIV1,23/02/13,Old Radleians,Old Haileyburians,7 - 2
129,12622556,2012-13,DIV1,23/02/13,Old Wykehamists,Old Malvernians,1 - 2
130,12622668,2012-13,DIV3,23/02/13,Old Foresters II,Kings College Wimbledon II,3 - 1
131,12622713,2012-13,DIV4,23/02/13,Old Epsomians,Old Cholmeleians III,3 - 2
132,12622714,2012-13,DIV4,23/02/13,Old Westminsters II,Old Berkhamstedians,1 - 3
133,12622749,2012-13,DIV5,23/02/13,Old Foresters IV,Old Chigwellians IV,3 - 1
134,12612306,2012-13,PREM,16/02/13,KCS Old Boys,Old Brentwoods,6 - 2
135,12612307,2012-13,PREM,16/02/13,Lancing Old Boys,Old Chigwellians,1 - 0
136,12612305,2012-13,PREM,16/02/13,Old Carthusians,Old Foresters,3 - 0
137,12612308,2012-13,PREM,16/02/13,Old Tonbridgians,Old Cholmeleians,0 - 4
138,12622557,2012-13,DIV1,16/02/13,Old Aldenhamians,Old Radleians,4 - 1
139,12622558,2012-13,DIV1,16/02/13,Old King's Scholars,Old Bradfieldians,0 - 4
140,12622559,2012-13,DIV1,16/02/13,Old Malvernians,Old Westminsters,3 - 1
141,12622560,2012-13,DIV1,16/02/13,Old Wykehamists,Old Haileyburians,2 - 2
142,12622612,2012-13,DIV2,16/02/13,Old Chigwellians II,Old Carthusians III,4 - 5
143,12622613,2012-13,DIV2,16/02/13,Old Haberdashers,Old Reptonians,2 - 5
144,12622614,2012-13,DIV2,16/02/13,Old Salopians II,Old Carthusians II,0 - 2
145,12622615,2012-13,DIV2,16/02/13,Old Wellingtonians,Old Cholmeleians II,3 - 2
146,12622669,2012-13,DIV3,16/02/13,Old Foresters II,Old Etonians II,1 - 1
147,12622670,2012-13,DIV3,16/02/13,Old Harrovians II,Old Aldenhamians II,0 - 3
148,12622671,2012-13,DIV3,16/02/13,Old Wykehamists II,Kings College Wimbledon II,2 - 2
149,12622715,2012-13,DIV4,16/02/13,Old Eastbournians,Old Westminsters II,1 - 1
150,12622716,2012-13,DIV4,16/02/13,Old Epsomians,Old Berkhamstedians,1 - 2
151,12622750,2012-13,DIV5,16/02/13,Old Foresters IV,Old Cholmeleians IV,3 - 1
152,12622751,2012-13,DIV5,16/02/13,Old Malvernians II,Old Citizens,2 - 1
153,12612309,2012-13,PREM,09/02/13,Old Chigwellians,KCS Old Boys,4 - 0
154,12612310,2012-13,PREM,09/02/13,Old Etonians,Old Tonbridgians,3 - 3
155,12612311,2012-13,PREM,09/02/13,Old Harrovians,Lancing Old Boys,2 - 5
156,12622561,2012-13,DIV1,09/02/13,Old Bradfieldians,Old Westminsters,3 - 3
157,12622562,2012-13,DIV1,09/02/13,Old Haileyburians,Old Malvernians,2 - 3
158,12622563,2012-13,DIV1,09/02/13,Old Wykehamists,Old Radleians,1 - 0
159,12622617,2012-13,DIV2,09/02/13,Lancing Old Boys II,Old Reptonians,1 - 1
160,12622616,2012-13,DIV2,09/02/13,Old Carthusians II,Old Haberdashers,2 - 5
161,12622618,2012-13,DIV2,09/02/13,Old Wellingtonians,Old Salopians II,1 - 1
162,12622672,2012-13,DIV3,09/02/13,Old Aldenhamians II,Kings College Wimbledon II,5 - 0
163,12622717,2012-13,DIV4,09/02/13,Old Amplefordians,Old Chigwellians III,1 - 3
164,12622718,2012-13,DIV4,09/02/13,Old Cholmeleians III,Old Eastbournians,0 - 1
165,12622752,2012-13,DIV5,09/02/13,Old Cholmeleians IV,Old Chigwellians IV,1 - 0
166,12612314,2012-13,PREM,02/02/13,Lancing Old Boys,Old Brentwoods,5 - 1
167,12612312,2012-13,PREM,02/02/13,Old Carthusians,Old Chigwellians,2 - 1
168,12612313,2012-13,PREM,02/02/13,Old Cholmeleians,Old Etonians,3 - 2
169,12622564,2012-13,DIV1,02/02/13,Old Aldenhamians,Old Westminsters,1 - 0
170,12622565,2012-13,DIV1,02/02/13,Old King's Scholars,Old Radleians,1 - 4
171,12622619,2012-13,DIV2,02/02/13,Lancing Old Boys II,Old Salopians II,1 - 1
172,12622566,2012-13,DIV1,26/01/13,Old Salopians,Old Haileyburians,4 - 1
173,12622567,2012-13,DIV1,26/01/13,Old Westminsters,Old King's Scholars,3 - 0
174,12622673,2012-13,DIV3,26/01/13,Old Marlburians,Old Wykehamists II,3 - 0
175,12622719,2012-13,DIV4,26/01/13,Old Westminsters II,Old Chigwellians III,1 - 3
176,12622753,2012-13,DIV5,26/01/13,Old Malvernians II,Old Foresters III,6 - 2
177,12612316,2012-13,PREM,12/01/13,Lancing Old Boys,Old Tonbridgians,5 - 2
178,12612315,2012-13,PREM,12/01/13,Old Harrovians,Old Carthusians,3 - 4
179,12622568,2012-13,DIV1,12/01/13,Old Bradfieldians,Old Haileyburians,3 - 2
180,12622569,2012-13,DIV1,12/01/13,Old Radleians,Old Westminsters,1 - 3
181,12622622,2012-13,DIV2,12/01/13,Lancing Old Boys II,Old Cholmeleians II,1 - 0
182,12622620,2012-13,DIV2,12/01/13,Old Carthusians III,Old Chigwellians II,1 - 0
183,12622621,2012-13,DIV2,12/01/13,Old Haberdashers,Old Salopians II,2 - 4
184,12622623,2012-13,DIV2,12/01/13,Old Wellingtonians,Old Carthusians II,1 - 3
185,12622674,2012-13,DIV3,12/01/13,Old Etonians II,Old Marlburians,2 - 4
186,12622675,2012-13,DIV3,12/01/13,Old Foresters II,Old Aldenhamians II,0 - 0
187,12622720,2012-13,DIV4,12/01/13,Old Berkhamstedians,Old Epsomians,2 - 3
188,12622721,2012-13,DIV4,12/01/13,Old Chigwellians III,Old Cholmeleians III,0 - 1
189,12622754,2012-13,DIV5,12/01/13,Old Foresters III,Old Chigwellians IV,5 - 0
190,12612317,2012-13,PREM,05/01/13,Old Chigwellians,Old Carthusians,0 - 1
191,12612318,2012-13,PREM,05/01/13,Old Harrovians,Old Brentwoods,3 - 0
192,12612319,2012-13,PREM,05/01/13,Old Tonbridgians,Old Etonians,1 - 2
193,12622570,2012-13,DIV1,05/01/13,Old King's Scholars,Old Salopians,1 - 4
194,12622571,2012-13,DIV1,05/01/13,Old Radleians,Old Aldenhamians,2 - 1
195,12622572,2012-13,DIV1,05/01/13,Old Westminsters,Old Bradfieldians,0 - 4
196,12622624,2012-13,DIV2,05/01/13,Old Carthusians II,Old Salopians II,3 - 1
197,12622625,2012-13,DIV2,05/01/13,Old Reptonians,Old Haberdashers,4 - 4
198,12622626,2012-13,DIV2,05/01/13,Old Wellingtonians,Lancing Old Boys II,1 - 0
199,12622678,2012-13,DIV3,05/01/13,Kings College Wimbledon II,Old Harrovians II,2 - 1
200,12622676,2012-13,DIV3,05/01/13,Old Etonians II,Old Brentwoods II,2 - 1
201,12622677,2012-13,DIV3,05/01/13,Old Foresters II,Old Marlburians,1 - 3
202,12622679,2012-13,DIV3,05/01/13,Old Wykehamists II,Old Aldenhamians II,3 - 4
203,12622722,2012-13,DIV4,05/01/13,Old Chigwellians III,Old Epsomians,3 - 1
204,12622723,2012-13,DIV4,05/01/13,Old Westminsters II,Old Eastbournians,5 - 2
205,12622755,2012-13,DIV5,05/01/13,Old Brentwoods IV,Old Malvernians II,0 - 3
206,12622756,2012-13,DIV5,05/01/13,Old Chigwellians IV,Old Citizens,1 - 5
207,12612320,2012-13,PREM,22/12/12,Old Cholmeleians,Old Chigwellians,1 - 2
208,12612321,2012-13,PREM,15/12/12,Old Chigwellians,Old Foresters,2 - 3
209,12622573,2012-13,DIV1,15/12/12,Old Salopians,Old Radleians,3 - 2
210,12622627,2012-13,DIV2,15/12/12,Old Carthusians III,Old Haberdashers,3 - 1
211,12622628,2012-13,DIV2,15/12/12,Old Salopians II,Old Chigwellians II,5 - 2
212,12622680,2012-13,DIV3,15/12/12,Old Aldenhamians II,Old Harrovians II,7 - 0
213,12612322,2012-13,PREM,08/12/12,Old Chigwellians,Lancing Old Boys,0 - 0
214,12612323,2012-13,PREM,08/12/12,Old Etonians,Old Cholmeleians,2 - 3
215,12622574,2012-13,DIV1,08/12/12,Old Westminsters,Old Salopians,0 - 4
216,12622630,2012-13,DIV2,08/12/12,Lancing Old Boys II,Old Haberdashers,1 - 2
217,12622629,2012-13,DIV2,08/12/12,Old Carthusians II,Old Chigwellians II,2 - 2
218,12622631,2012-13,DIV2,08/12/12,Old Salopians II,Old Wellingtonians,6 - 1
219,12622724,2012-13,DIV4,08/12/12,Old Cholmeleians III,Old Westminsters II,5 - 2
220,12612324,2012-13,PREM,01/12/12,Old Foresters,Old Harrovians,4 - 3
221,12622575,2012-13,DIV1,01/12/12,Old Radleians,Old Malvernians,2 - 1
222,12622576,2012-13,DIV1,01/12/12,Old Salopians,Old Aldenhamians,5 - 0
223,12622577,2012-13,DIV1,01/12/12,Old Westminsters,Old Wykehamists,1 - 1
224,12622632,2012-13,DIV2,01/12/12,Old Carthusians II,Old Carthusians III,1 - 1
225,12622633,2012-13,DIV2,01/12/12,Old Haberdashers,Old Chigwellians II,2 - 2
226,12622634,2012-13,DIV2,01/12/12,Old Reptonians,Lancing Old Boys II,3 - 0
227,12622635,2012-13,DIV2,01/12/12,Old Salopians II,Old Cholmeleians II,2 - 1
228,12622681,2012-13,DIV3,01/12/12,Old Brentwoods II,Old Foresters II,4 - 1
229,12622682,2012-13,DIV3,01/12/12,Old Etonians II,Old Wykehamists II,1 - 1
230,12622725,2012-13,DIV4,01/12/12,Old Amplefordians,Old Eastbournians,3 - 3
231,12622726,2012-13,DIV4,01/12/12,Old Berkhamstedians,Old Chigwellians III,1 - 1
232,12622757,2012-13,DIV5,01/12/12,Old Foresters IV,Old Brentwoods III,4 - 4
233,12612325,2012-13,PREM,24/11/12,Old Carthusians,Lancing Old Boys,3 - 3
234,12612326,2012-13,PREM,24/11/12,Old Harrovians,Old Cholmeleians,1 - 3
235,12612327,2012-13,PREM,24/11/12,Old Tonbridgians,KCS Old Boys,4 - 1
236,12622578,2012-13,DIV1,24/11/12,Old Aldenhamians,Old Haileyburians,2 - 1
237,12622579,2012-13,DIV1,24/11/12,Old Salopians,Old King's Scholars,3 - 0
238,12622683,2012-13,DIV3,24/11/12,Old Aldenhamians II,Old Etonians II,3 - 2
239,12622684,2012-13,DIV3,24/11/12,Old Harrovians II,Old Foresters II,3 - 2
240,12612329,2012-13,PREM,17/11/12,KCS Old Boys,Old Harrovians,0 - 3
241,12612330,2012-13,PREM,17/11/12,Lancing Old Boys,Old Foresters,1 - 0
242,12612328,2012-13,PREM,17/11/12,Old Carthusians,Old Tonbridgians,4 - 1
243,12622580,2012-13,DIV1,17/11/12,Old Bradfieldians,Old King's Scholars,4 - 1
244,12622581,2012-13,DIV1,17/11/12,Old Salopians,Old Westminsters,6 - 0
245,12622636,2012-13,DIV2,17/11/12,Old Chigwellians II,Old Cholmeleians II,0 - 0
246,12622637,2012-13,DIV2,17/11/12,Old Haberdashers,Old Wellingtonians,9 - 3
247,12622638,2012-13,DIV2,17/11/12,Old Salopians II,Lancing Old Boys II,2 - 1
248,12622685,2012-13,DIV3,17/11/12,Old Brentwoods II,Old Harrovians II,2 - 1
249,12622727,2012-13,DIV4,17/11/12,Old Berkhamstedians,Old Eastbournians,1 - 4
250,12622758,2012-13,DIV5,17/11/12,Old Chigwellians IV,Old Foresters IV,0 - 0
251,12622759,2012-13,DIV5,17/11/12,Old Malvernians II,Old Brentwoods III,0 - 1
252,12612331,2012-13,PREM,10/11/12,Old Etonians,KCS Old Boys,0 - 3
253,12622582,2012-13,DIV1,10/11/12,Old King's Scholars,Old Haileyburians,3 - 3
254,12622583,2012-13,DIV1,10/11/12,Old Radleians,Old Salopians,2 - 3
255,12622639,2012-13,DIV2,10/11/12,Old Carthusians III,Old Cholmeleians II,3 - 1
256,12622640,2012-13,DIV2,10/11/12,Old Chigwellians II,Lancing Old Boys II,1 - 2
257,12622689,2012-13,DIV3,10/11/12,Kings College Wimbledon II,Old Etonians II,1 - 2
258,12622686,2012-13,DIV3,10/11/12,Old Aldenhamians II,Old Marlburians,2 - 1
259,12622687,2012-13,DIV3,10/11/12,Old Foresters II,Old Wykehamists II,2 - 1
260,12622688,2012-13,DIV3,10/11/12,Old Harrovians II,Old Brentwoods II,6 - 1
261,12622728,2012-13,DIV4,10/11/12,Old Chigwellians III,Old Amplefordians,1 - 2
262,12622729,2012-13,DIV4,10/11/12,Old Eastbournians,Old Cholmeleians III,0 - 3
263,12622760,2012-13,DIV5,10/11/12,Old Brentwoods III,Old Malvernians II,0 - 6
264,12622761,2012-13,DIV5,10/11/12,Old Brentwoods IV,Old Chigwellians IV,2 - 0
265,12622762,2012-13,DIV5,10/11/12,Old Cholmeleians IV,Old Foresters III,9 - 1
266,12622763,2012-13,DIV5,10/11/12,Old Citizens,Old Foresters IV,5 - 1
267,12612332,2012-13,PREM,03/11/12,Old Foresters,Old Brentwoods,2 - 5
268,12612333,2012-13,PREM,03/11/12,Old Harrovians,Old Etonians,0 - 4
269,12612334,2012-13,PREM,03/11/12,Old Tonbridgians,Old Chigwellians,1 - 4
270,12622584,2012-13,DIV1,03/11/12,Old Haileyburians,Old Radleians,1 - 1
271,12622585,2012-13,DIV1,03/11/12,Old Wykehamists,Old Westminsters,3 - 1
272,12622643,2012-13,DIV2,03/11/12,Lancing Old Boys II,Old Wellingtonians,2 - 1
273,12622641,2012-13,DIV2,03/11/12,Old Carthusians II,Old Cholmeleians II,3 - 1
274,12622642,2012-13,DIV2,03/11/12,Old Chigwellians II,Old Haberdashers,4 - 2
275,12622644,2012-13,DIV2,03/11/12,Old Salopians II,Old Carthusians III,0 - 3
276,12622690,2012-13,DIV3,03/11/12,Old Brentwoods II,Old Aldenhamians II,1 - 2
277,12622691,2012-13,DIV3,03/11/12,Old Etonians II,Kings College Wimbledon II,0 - 5
278,12622692,2012-13,DIV3,03/11/12,Old Harrovians II,Old Marlburians,1 - 3
279,12622693,2012-13,DIV3,03/11/12,Old Wykehamists II,Old Foresters II,0 - 1
280,12622730,2012-13,DIV4,03/11/12,Old Chigwellians III,Old Eastbournians,1 - 1
281,12622764,2012-13,DIV5,03/11/12,Old Cholmeleians IV,Old Malvernians II,1 - 12
282,12622765,2012-13,DIV5,03/11/12,Old Citizens,Old Foresters III,9 - 0
283,12612335,2012-13,PREM,27/10/12,Old Foresters,KCS Old Boys,1 - 1
284,12612336,2012-13,PREM,27/10/12,Old Tonbridgians,Lancing Old Boys,1 - 4
285,12622586,2012-13,DIV1,27/10/12,Old Aldenhamians,Old Malvernians,3 - 2
286,12622646,2012-13,DIV2,27/10/12,Lancing Old Boys II,Old Carthusians III,2 - 4
287,12622645,2012-13,DIV2,27/10/12,Old Cholmeleians II,Old Haberdashers,3 - 1
288,12622647,2012-13,DIV2,27/10/12,Old Reptonians,Old Wellingtonians,2 - 3
289,12622696,2012-13,DIV3,27/10/12,Kings College Wimbledon II,Old Brentwoods II,0 - 3
290,12622694,2012-13,DIV3,27/10/12,Old Aldenhamians II,Old Wykehamists II,4 - 1
291,12622695,2012-13,DIV3,27/10/12,Old Etonians II,Old Foresters II,9 - 0
292,12622766,2012-13,DIV5,27/10/12,Old Brentwoods III,Old Foresters III,2 - 2
293,12622767,2012-13,DIV5,27/10/12,Old Brentwoods IV,Old Cholmeleians IV,1 - 0
294,12622768,2012-13,DIV5,27/10/12,Old Chigwellians IV,Old Malvernians II,0 - 7
295,12612338,2012-13,PREM,20/10/12,Lancing Old Boys,Old Etonians,1 - 2
296,12612337,2012-13,PREM,20/10/12,Old Harrovians,Old Foresters,3 - 0
297,12612339,2012-13,PREM,20/10/12,Old Tonbridgians,Old Brentwoods,3 - 4
298,12622587,2012-13,DIV1,20/10/12,Old Haileyburians,Old Aldenhamians,0 - 2
299,12622588,2012-13,DIV1,20/10/12,Old Westminsters,Old Radleians,2 - 0
