,Fixture_ID,Season,Competition,Date,Home_Team,Away_Team,Score
6809,22420367,2021-22,DIV1,12/02/22,Old Reptonians,Old Cholmeleians,"1 - 4 
										
											
(HT 0-0)"
6810,22420268,2021-22,DIV1,12/02/22,Lancing Old Boys,Old Marlburians,3 - 2
6811,22420204,2021-22,DIV1,12/02/22,Old Malvernians,Old Rugbeians,0 - 3
6812,22420427,2021-22,DIV2,12/02/22,Old Alleynians II,Old Radleians,0 - 1
6813,22420420,2021-22,DIV2,12/02/22,Old Johnians,Old Merchant Taylors',4 - 0
6814,22420287,2021-22,DIV2,12/02/22,Old Chigwellians II,Old Carthusians II,5 - 4
6815,22420288,2021-22,DIV2,12/02/22,Old Etonians II,Old Sennockians,2 - 1
6816,22420498,2021-22,DIV2,12/02/22,Old Harrovians II,Old Aldenhamians,4 - 4
6817,22420460,2021-22,DIV3,12/02/22,Old Cholmeleians II,Old Kimboltonians,5 - 4
6818,22420360,2021-22,DIV3,12/02/22,Kings College Wimbledon II,Old Alleynians III,2 - 1
6819,22425392,2021-22,DIV4,12/02/22,Old Shirburnians,Old Wellingtonians,4 - 2
6820,22425358,2021-22,5STH,12/02/22,Old Amplefordians,Old Kingstonians,1 - 2
6821,22800454,2021-22,DUNN,12/02/22,Old Bradfieldians,Old Brentwoods,5 - 2
6822,22800342,2021-22,DUNN,12/02/22,Old Etonians,KCS Old Boys,4 - 3
6823,22913381,2021-22,DWT,12/02/22,Old King's Scholars,Old Brentwoods IV,1 - 0
6824,22992471,2021-22,FREE,12/02/22,Old Ardinians,TBC,"Cancelled
										
										C - C"
6825,22992974,2021-22,FREE,12/02/22,Old Harrovians,TBC,"Cancelled
										
										C - C"
6826,22779695,2021-22,FREE,12/02/22,Old Salopians II,TBC,"Cancelled
										
										C - C"
6827,22865244,2021-22,FREE,12/02/22,Old Westminsters,TBC,"Cancelled
										
										C - C"
6828,22919699,2021-22,SALC,12/02/22,Old Carthusians,Winchmore Hill,0 - 1
6829,22420432,2021-22,PREM,05/02/22,Old Foresters,Old Brentwoods,4 - 1
6830,22420245,2021-22,PREM,05/02/22,KCS Old Boys,Old Alleynians,1 - 0
6831,22420393,2021-22,PREM,05/02/22,Old Harrovians,Old Etonians,1 - 2
6832,22420388,2021-22,DIV1,05/02/22,Old Berkhamstedians,Old Cholmeleians,0 - 2
6833,22420426,2021-22,DIV1,05/02/22,Lancing Old Boys,Old Malvernians,1 - 2
6834,22420451,2021-22,DIV1,05/02/22,Old Marlburians,Old Reptonians,"5 - 3 
										
											
(HT 2-1)"
6835,22420430,2021-22,DIV1,05/02/22,Old Chigwellians,Old Salopians,4 - 3
6836,22420271,2021-22,DIV2,05/02/22,Old Chigwellians II,Old Aldenhamians,2 - 3
6837,22420309,2021-22,DIV2,05/02/22,Old Harrovians II,Old Sennockians,1 - 0
6838,22420322,2021-22,DIV2,05/02/22,Old Johnians,Old Radleians,2 - 1
6839,22420218,2021-22,DIV2,05/02/22,Old Merchant Taylors',Old Carthusians II,1 - 2
6840,22420185,2021-22,DIV3,05/02/22,Old Alleynians III,Old Brentwoods II,2 - 5
6841,22420484,2021-22,DIV3,05/02/22,Old Epsomians,Old Kimboltonians,2 - 2
6842,22425361,2021-22,DIV4,05/02/22,Old King's Scholars,Lancing Old Boys II,1 - 0
6843,22425415,2021-22,DIV4,05/02/22,Old Ardinians,Old Wellingtonians,5 - 0
6844,22425345,2021-22,5STH,05/02/22,Old Eastbournians,Old Wykehamists II,2 - 4
6845,22425445,2021-22,5STH,05/02/22,Old Westminsters II,Old Ardinians II,3 - 4
6846,22491650,2021-22,DWT,05/02/22,Old Haberdashers,Old Amplefordians,"Home Walkover
										
										H - W"
6847,22918830,2021-22,DWT,05/02/22,Old Albanians SA,Old Kingstonians,3 - 0
6848,22939858,2021-22,DWT,05/02/22,Old Cheltonians,Old Berkhamstedians II,4 - 1
6849,22783125,2021-22,AFA,05/02/22,Civil Service,Old Carthusians,2 - 1
6850,22750544,2021-22,OBC,05/02/22,Old Brentwoods III,Old Finchleians,"3 - 1 
										
											
(AET)"
6851,22769569,2021-22,OBC,05/02/22,Old Etonians II,Old Owens,3 - 4
6852,22976484,2021-22,FREE,05/02/22,Old Alleynians II,TBC,"Cancelled
										
										C - C"
6853,22972741,2021-22,FREE,05/02/22,Old Shirburnians,TBC,"Cancelled
										
										C - C"
6854,22892007,2021-22,FREE,05/02/22,Old Tonbridgians,TBC,"Cancelled
										
										C - C"
6855,22420302,2021-22,PREM,29/01/22,Old Brentwoods,Old Wykehamists,6 - 3
6856,22420327,2021-22,PREM,29/01/22,KCS Old Boys,Old Carthusians,1 - 3
6857,22420419,2021-22,PREM,29/01/22,Old Harrovians,Old Foresters,2 - 1
6858,22420310,2021-22,PREM,29/01/22,Old Tonbridgians,Old Etonians,1 - 4
6859,22420421,2021-22,DIV1,29/01/22,Old Malvernians,Old Reptonians,"0 - 5 
										
											
(HT 0-2)"
6860,22420250,2021-22,DIV1,29/01/22,Old Cholmeleians,Old Westminsters,4 - 2
6861,22420480,2021-22,DIV2,29/01/22,Old Alleynians II,Old Sennockians,4 - 1
6862,22420494,2021-22,DIV2,29/01/22,Old Carthusians II,Old Radleians,1 - 3
6863,22420485,2021-22,DIV2,29/01/22,Old Etonians II,Old Chigwellians II,8 - 0
6864,22420487,2021-22,DIV2,29/01/22,Old Harrovians II,Old Merchant Taylors',3 - 0
6865,22420406,2021-22,DIV2,29/01/22,Old Johnians,Old Aldenhamians,4 - 0
6866,22420314,2021-22,DIV3,29/01/22,Old Alleynians III,Old Epsomians,1 - 1
6867,23068610,2021-22,DIV3,29/01/22,Old Kimboltonians,Old Tonbridgians II,10 - 0
6868,22420428,2021-22,DIV3,29/01/22,Old Brentwoods II,Kings College Wimbledon II,3 - 1
6869,22425348,2021-22,DIV4,29/01/22,Lancing Old Boys II,Old Harrovians III,2 - 2
6870,22425401,2021-22,DIV4,29/01/22,Old Stoics,Old Ardinians,0 - 4
6871,22425378,2021-22,DIV4,29/01/22,Old Wellingtonians,Old Albanians SA,1 - 7
6872,22425299,2021-22,5NTH,29/01/22,Old Haberdashers,Old Brentwoods IV,3 - 1
6873,22425403,2021-22,5STH,29/01/22,Old Westminsters II,Old Berkhamstedians II,1 - 1
6874,22761650,2021-22,JLC,29/01/22,Old Cholmeleians II,Old Wykehamists II,2 - 3
6875,22941445,2021-22,FREE,29/01/22,Old Alleynians,TBC,"Cancelled
										
										C - C"
6876,22941446,2021-22,FREE,29/01/22,Old Bradfieldians,TBC,"Cancelled
										
										C - C"
6877,22941721,2021-22,FREE,29/01/22,Old Chigwellians,TBC,"Cancelled
										
										C - C"
6878,22936340,2021-22,FREE,29/01/22,Old Salopians,TBC,"Cancelled
										
										C - C"
6879,22196894,2021-22,5NTH,25/01/22,Old Millhillians,Old Brentwoods III,"Away Walkover
										
										A - W"
6880,22744106,2021-22,DMVC,23/01/22,Old Etonians Vets,Lancing Old Boys Vets,5 - 2
6881,22560643,2021-22,DMVC,23/01/22,Old Malvernians Vets,Old Foresters Vets,0 - 2
6882,22570654,2021-22,DMVC,23/01/22,Old Tonbridgians Vets,Old Harrovians Vets,"0 - 0 
										
											
(Pens 7-8)"
6883,22695589,2021-22,DMVP,23/01/22,Old Tonbridgians Vets,Old Harrovians Vets,"Home Walkover
										
										H - W"
6884,22420284,2021-22,PREM,22/01/22,Old Brentwoods,KCS Old Boys,2 - 4
6885,22420378,2021-22,PREM,22/01/22,Old Carthusians,Old Alleynians,4 - 3
6886,22420359,2021-22,PREM,22/01/22,Old Wykehamists,Old Bradfieldians,0 - 3
6887,22420510,2021-22,PREM,22/01/22,Old Foresters,Old Tonbridgians,3 - 4
6888,22420228,2021-22,DIV1,22/01/22,Old Reptonians,Old Berkhamstedians,"5 - 0 
										
											
(HT 1-0)"
6889,22420395,2021-22,DIV1,22/01/22,Old Marlburians,Old Rugbeians,2 - 2
6890,22420403,2021-22,DIV1,22/01/22,Old Chigwellians,Old Malvernians,7 - 1
6891,22420202,2021-22,DIV1,22/01/22,Old Cholmeleians,Old Salopians,3 - 2
6892,22420504,2021-22,DIV1,22/01/22,Old Westminsters,Lancing Old Boys,1 - 0
6893,22420374,2021-22,DIV2,22/01/22,Old Aldenhamians,Old Carthusians II,5 - 1
6894,22420236,2021-22,DIV3,22/01/22,Old Epsomians,Old Cholmeleians II,3 - 3
6895,22425301,2021-22,DIV4,22/01/22,Lancing Old Boys II,Old Wellingtonians,2 - 4
6896,22425408,2021-22,5STH,22/01/22,Old Ardinians II,Old Amplefordians,2 - 4
6897,22425331,2021-22,5STH,22/01/22,Old Eastbournians,Old Kingstonians,6 - 1
6898,22425368,2021-22,5STH,22/01/22,Old Salopians II,Old Berkhamstedians II,3 - 3
6899,22783114,2021-22,JLC,22/01/22,Old Kimboltonians,Old Shirburnians,5 - 0
6900,22783112,2021-22,JLC,22/01/22,Old Haberdashers,Old Alleynians II,"Away Walkover
										
										A - W"
6901,22783115,2021-22,JLC,22/01/22,Old Chigwellians II,Old Brentwoods II,"1 - 1 
										
											
(Pens 3-5)"
6902,22831215,2021-22,JLC,22/01/22,Old Etonians II,Old Radleians,1 - 0
6903,22782968,2021-22,JLC,22/01/22,Old Harrovians II,Old Westminsters II,7 - 1
6904,22896325,2021-22,JLC,22/01/22,Old Johnians,Kings College Wimbledon II,3 - 1
6905,22491640,2021-22,DWT,22/01/22,Old Wykehamists II,Old Stoics,4 - 2
6906,22816234,2021-22,DWT,22/01/22,Old Harrovians III,Old Cheltonians,"2 - 2 
										
											
(Pens 2-4)"
6907,22750538,2021-22,OBC,22/01/22,Old Etonians,Old Finchleians,0 - 1
6908,22425326,2021-22,5NTH,18/01/22,Old Millhillians,Old Brentwoods IV,"Away Walkover
										
										A - W"
6909,22708415,2021-22,DMVC,16/01/22,KCS Old Boys Vets,Old Cholmeleians Vets,6 - 1
6910,22744107,2021-22,DMVP,16/01/22,Old Brentwoods Vets,Old Westminsters Vets,"Home Walkover
										
										H - W"
6911,22784721,2021-22,DMVP,16/01/22,Old Aldenhamians Vets,Old Bradfieldians Vets,1 - 8
6912,22420486,2021-22,PREM,15/01/22,Old Foresters,Old Etonians,3 - 6
6913,22420238,2021-22,PREM,15/01/22,Old Harrovians,Old Alleynians,3 - 5
6914,22420254,2021-22,DIV1,15/01/22,Old Rugbeians,Old Marlburians,4 - 0
6915,22420375,2021-22,DIV1,15/01/22,Old Berkhamstedians,Old Salopians,2 - 4
6916,22420297,2021-22,DIV1,15/01/22,Lancing Old Boys,Old Cholmeleians,3 - 1
6917,22420477,2021-22,DIV1,15/01/22,Old Westminsters,Old Reptonians,"1 - 1 
										
											
(HT 1-0)"
6918,22420263,2021-22,DIV2,15/01/22,Old Radleians,Old Harrovians II,5 - 4
6919,22420467,2021-22,DIV2,15/01/22,Old Carthusians II,Old Alleynians II,1 - 3
6920,22420523,2021-22,DIV2,15/01/22,Old Merchant Taylors',Old Aldenhamians,0 - 4
6921,22420452,2021-22,DIV2,15/01/22,Old Sennockians,Old Etonians II,1 - 5
6922,22420392,2021-22,DIV2,15/01/22,Old Chigwellians II,Old Johnians,1 - 3
6923,22420335,2021-22,DIV3,15/01/22,Old Kimboltonians,Kings College Wimbledon II,0 - 0
6924,22420174,2021-22,DIV3,15/01/22,Old Alleynians III,Old Cholmeleians II,3 - 2
6925,22425442,2021-22,DIV4,15/01/22,Old Ardinians,Old Shirburnians,0 - 4
6926,22425413,2021-22,DIV4,15/01/22,Old Stoics,Old King's Scholars,5 - 3
6927,22491641,2021-22,DWT,15/01/22,Old Brentwoods III,Old Ardinians II,"Home Walkover
										
										H - W"
6928,22491634,2021-22,DWT,15/01/22,Old Brentwoods IV,Old Eastbournians,"Home Walkover
										
										H - W"
6929,22491653,2021-22,DWT,15/01/22,Old Merchant Taylors' II,Old Shirburnians,"Away Walkover
										
										A - W"
6930,22491651,2021-22,DWT,15/01/22,Old Salopians II,Old Berkhamstedians II,3 - 4
6931,22804870,2021-22,DWT,15/01/22,Old Albanians SA,Old Westminsters II,"2 - 2 
										
											
(Pens 3-2)"
6932,22820187,2021-22,DWT,15/01/22,Old Wellingtonians,Old Brentwoods III,3 - 2
6933,22891044,2021-22,FREE,15/01/22,Lancing Old Boys II,TBC,"Cancelled
										
										C - C"
6934,22501134,2021-22,FREE,15/01/22,Old Cheltonians,TBC,"Cancelled
										
										C - C"
6935,22658268,2021-22,FREE,15/01/22,Old Harrovians III,TBC,"Cancelled
										
										C - C"
6936,22772286,2021-22,SALC,15/01/22,Old Carthusians,Nottsborough FC,2 - 1
6937,22425307,2021-22,5NTH,11/01/22,Old Haberdashers,Old Millhillians,"Home Walkover
										
										H - W"
6938,22695584,2021-22,DMVP,09/01/22,Old Carthusians Vets,Old Salopians Vets,"9 - 2 
										
											
(HT 5-2)"
6939,22708255,2021-22,DMVP,09/01/22,Old Wellingtonians Vets,Old Reptonians Vets,5 - 1
6940,22420493,2021-22,PREM,08/01/22,Old Bradfieldians,Old Foresters,4 - 3
6941,22420326,2021-22,PREM,08/01/22,Old Wykehamists,Old Carthusians,0 - 7
6942,22420316,2021-22,PREM,08/01/22,Old Brentwoods,Old Tonbridgians,3 - 1
6943,22420273,2021-22,PREM,08/01/22,Old Etonians,Old Harrovians,7 - 3
6944,22420357,2021-22,DIV1,08/01/22,Old Rugbeians,Old Westminsters,1 - 0
6945,22420181,2021-22,DIV1,08/01/22,Old Reptonians,Old Malvernians,"6 - 2 
										
											
(HT 3-2)"
6946,22420479,2021-22,DIV1,08/01/22,Lancing Old Boys,Old Chigwellians,3 - 4
6947,22420472,2021-22,DIV2,08/01/22,Old Radleians,Old Etonians II,4 - 2
6948,22420233,2021-22,DIV2,08/01/22,Old Carthusians II,Old Aldenhamians,3 - 1
6949,22420242,2021-22,DIV2,08/01/22,Old Chigwellians II,Old Merchant Taylors',3 - 2
6950,22420516,2021-22,DIV3,08/01/22,Kings College Wimbledon II,Old Cholmeleians II,3 - 2
6951,23068608,2021-22,DIV3,08/01/22,Old Tonbridgians II,Old Kimboltonians,2 - 3
6952,22425297,2021-22,DIV4,08/01/22,Old Ardinians,Old Harrovians III,6 - 0
6953,22425386,2021-22,DIV4,08/01/22,Old Stoics,Lancing Old Boys II,2 - 1
6954,22425402,2021-22,DIV4,08/01/22,Old Wellingtonians,Old King's Scholars,5 - 0
6955,22425314,2021-22,5NTH,08/01/22,Old Brentwoods III,Old Millhillians,4 - 3
6956,22425320,2021-22,5STH,08/01/22,Old Kingstonians,Old Salopians II,1 - 7
6957,22425302,2021-22,5STH,08/01/22,Old Amplefordians,Old Wykehamists II,4 - 1
6958,22425303,2021-22,5STH,08/01/22,Old Ardinians II,Old Westminsters II,2 - 2
6959,22484868,2021-22,JLC,08/01/22,Old Albanians SA,Old Johnians,"4 - 4 
										
											
(Pens 4-5)"
6960,22701416,2021-22,AFA,08/01/22,Old Vaughanians,Old Cholmeleians,3 - 0
6961,22856198,2021-22,FRIE,08/01/22,Old Harrovians II,Old Harrovians Select XI,"4 - 4 
										
											
(Pens 15-14, HT 2-2)"
6962,22788770,2021-22,SCHL,08/01/22,Dulwich College 1st XI,Old Alleynians,1 - 5
6963,22788761,2021-22,SCHL,08/01/22,Dulwich College 2nd XI,Old Alleynians II,0 - 0
6964,22788762,2021-22,SCHL,08/01/22,Dulwich College 3rd XI,Old Alleynians III,0 - 0
6965,22595669,2021-22,SCHL,08/01/22,Epsom College 1st XI,Old Epsomians,5 - 5
6966,22620162,2021-22,FREE,08/01/22,Old Harrovians II,TBC,"Cancelled
										
										C - C"
6967,22847713,2021-22,FREE,08/01/22,Old Marlburians,TBC,"Cancelled
										
										C - C"
6968,22847741,2021-22,FREE,08/01/22,Old Sennockians,TBC,"Cancelled
										
										C - C"
6969,22420369,2021-22,DIV2,18/12/21,Old Sennockians,Old Chigwellians II,3 - 2
6970,22425328,2021-22,DIV4,18/12/21,Old Wellingtonians,Lancing Old Boys II,11 - 1
6971,22604848,2021-22,DUNN,18/12/21,Old Bradfieldians,Old Ardinians,"5 - 3 
										
											
(AET)"
6972,22644903,2021-22,DUNN,18/12/21,Old Brentwoods,Old Tonbridgians,3 - 2
6973,22644018,2021-22,DUNN,18/12/21,Old Shirburnians,Old Cholmeleians,"Home Walkover
										
										H - W"
6974,22604682,2021-22,DUNN,18/12/21,Old Berkhamstedians,Old Reptonians,"1 - 6 
										
											
(HT 1-4)"
6975,22604671,2021-22,DUNN,18/12/21,KCS Old Boys,Old Wykehamists,4 - 2
6976,22576243,2021-22,DUNN,18/12/21,Old Alleynians,Old Chigwellians,3 - 4
6977,22645128,2021-22,DUNN,18/12/21,Old Etonians,Lancing Old Boys,2 - 1
6978,22484866,2021-22,JLC,18/12/21,Old Radleians,Old Tonbridgians II,"Home Walkover
										
										H - W"
6979,22668194,2021-22,JLC,18/12/21,Old Merchant Taylors',Old Brentwoods III,4 - 3
6980,21871299,2021-22,FREE,18/12/21,Old Alleynians II,TBC,"Cancelled
										
										C - C"
6981,21871300,2021-22,FREE,18/12/21,Old Alleynians III,TBC,"Cancelled
										
										C - C"
6982,22673298,2021-22,FREE,18/12/21,Old Brentwoods II,TBC,"Cancelled
										
										C - C"
6983,22615465,2021-22,FREE,18/12/21,Old Cholmeleians II,TBC,"Cancelled
										
										C - C"
6984,21871301,2021-22,FREE,18/12/21,Old Haberdashers,TBC,"Cancelled
										
										C - C"
6985,22645650,2021-22,FREE,18/12/21,Old Harrovians,TBC,"Cancelled
										
										C - C"
6986,22673215,2021-22,FREE,18/12/21,Old Kimboltonians,TBC,"Cancelled
										
										C - C"
6987,22734445,2021-22,FREE,18/12/21,Old Millhillians,TBC,"Cancelled
										
										C - C"
6988,22800090,2021-22,FREE,18/12/21,Old Rugbeians,TBC,"Cancelled
										
										C - C"
6989,22646684,2021-22,FREE,18/12/21,Old Salopians,TBC,"Cancelled
										
										C - C"
6990,22800088,2021-22,FREE,18/12/21,Old Wykehamists II,TBC,"Cancelled
										
										C - C"
6991,22695585,2021-22,DMVP,12/12/21,Old Westminsters Vets,Old Haileyburians OHFC Vets,"Home Walkover
										
										H - W"
6992,22695586,2021-22,DMVP,12/12/21,Old Wykehamists Veterans,Old Bradfieldians Vets,0 - 6
6993,22733161,2021-22,OBC,12/12/21,Old Foresters Vets,Old Ignatians,3 - 1
6994,22420466,2021-22,PREM,11/12/21,Old Bradfieldians,Old Alleynians,2 - 7
6995,22420358,2021-22,PREM,11/12/21,Old Tonbridgians,Old Harrovians,2 - 1
6996,22420412,2021-22,PREM,11/12/21,KCS Old Boys,Old Etonians,0 - 4
6997,22420346,2021-22,DIV1,11/12/21,Lancing Old Boys,Old Berkhamstedians,3 - 3
6998,22420294,2021-22,DIV1,11/12/21,Old Salopians,Old Reptonians,2 - 4
6999,22420508,2021-22,DIV1,11/12/21,Old Chigwellians,Old Marlburians,7 - 1
7000,22425312,2021-22,5STH,11/12/21,Old Wykehamists II,Old Eastbournians,4 - 0
7001,22425311,2021-22,5STH,11/12/21,Old Kingstonians,Old Ardinians II,3 - 3
7002,22677600,2021-22,JLC,11/12/21,Old Wykehamists II,Old Carthusians III,"Home Walkover
										
										H - W"
7003,22762677,2021-22,JLC,11/12/21,Old Carthusians II,Old Brentwoods II,1 - 2
7004,22666996,2021-22,JLC,11/12/21,Old Haberdashers,Old Suttonians SV,3 - 1
7005,22646746,2021-22,JLC,11/12/21,Old Kimboltonians,Lancing Old Boys II,"Home Walkover
										
										H - W"
7006,22677084,2021-22,JLC,11/12/21,Old Cholmeleians II,Old Merchant Taylors' II,"Home Walkover
										
										H - W"
7007,22484875,2021-22,JLC,11/12/21,Old Aldenhamians,Kings College Wimbledon II,2 - 6
7008,22484865,2021-22,JLC,11/12/21,Old Chigwellians II,Old Foresters II,"Home Walkover
										
										H - W"
7009,22699327,2021-22,JLC,11/12/21,Old Epsomians,Old Shirburnians,"1 - 2 
										
											
(HT 0-2)"
7010,22484867,2021-22,JLC,11/12/21,Old Etonians II,Old Alleynians III,9 - 0
7011,22677005,2021-22,JLC,11/12/21,Old Harrovians II,Old Stoics,5 - 0
7012,22677149,2021-22,JLC,11/12/21,St Edwards OSE,Old Alleynians II,"Away Walkover
										
										A - W"
7013,22677163,2021-22,JLC,11/12/21,Old Westminsters II,Old Sennockians,3 - 2
7014,22729792,2021-22,AFA,11/12/21,Old Foresters,Old Hamptonians,1 - 7
7015,22729793,2021-22,AFA,11/12/21,South Bank Cuaco,Old Carthusians,2 - 3
7016,22729794,2021-22,AFA,11/12/21,West Wickham,Old Brentwoods,6 - 1
7017,22769240,2021-22,SCHL,11/12/21,Merchant Taylors School 1st XI,Old Merchant Taylors',5 - 0
7018,22733158,2021-22,OBC,11/12/21,Old Parkonians,Old King's Scholars,8 - 0
7019,22501037,2021-22,FREE,11/12/21,Old Cheltonians,TBC,"Cancelled
										
										C - C"
7020,21871350,2021-22,FREE,11/12/21,Old Malvernians,TBC,"Cancelled
										
										C - C"
7021,22757214,2021-22,FREE,11/12/21,Old Millhillians,TBC,"Cancelled
										
										C - C"
7022,22766887,2021-22,FREE,11/12/21,Old Rugbeians,TBC,"Cancelled
										
										C - C"
7023,22763801,2021-22,FREE,11/12/21,Old Salopians II,TBC,"Cancelled
										
										C - C"
7024,22722921,2021-22,FREE,11/12/21,Old Wykehamists,TBC,"Cancelled
										
										C - C"
7025,21871298,2021-22,SCHL,05/12/21,Kimbolton School 1st XI,Old Kimboltonians,0 - 0
7026,22420210,2021-22,PREM,04/12/21,KCS Old Boys,Old Harrovians,1 - 2
7027,22420303,2021-22,PREM,04/12/21,Old Carthusians,Old Bradfieldians,"Home Walkover
										
										H - W"
7028,22420199,2021-22,PREM,04/12/21,Old Alleynians,Old Etonians,1 - 1
7029,22420410,2021-22,PREM,04/12/21,Old Tonbridgians,Old Brentwoods,5 - 2
7030,22420304,2021-22,DIV1,04/12/21,Old Chigwellians,Old Westminsters,0 - 4
7031,22420182,2021-22,DIV1,04/12/21,Old Reptonians,Old Marlburians,"5 - 0 
										
											
(HT 2-0)"
7032,22420323,2021-22,DIV1,04/12/21,Old Malvernians,Old Cholmeleians,2 - 2
7033,22420368,2021-22,DIV1,04/12/21,Old Salopians,Old Rugbeians,1 - 1
7034,22420456,2021-22,DIV2,04/12/21,Old Alleynians II,Old Johnians,2 - 5
7035,22420408,2021-22,DIV2,04/12/21,Old Radleians,Old Merchant Taylors',3 - 1
7036,22420413,2021-22,DIV2,04/12/21,Old Aldenhamians,Old Chigwellians II,3 - 0
7037,22420249,2021-22,DIV2,04/12/21,Old Carthusians II,Old Sennockians,2 - 4
7038,23073606,2021-22,DIV3,04/12/21,Old Brentwoods II,Old Tonbridgians II,0 - 4
7039,22420447,2021-22,DIV3,04/12/21,Old Cholmeleians II,Old Epsomians,0 - 3
7040,22425418,2021-22,DIV4,04/12/21,Old Shirburnians,Old Stoics,5 - 0
7041,22425337,2021-22,DIV4,04/12/21,Old Wellingtonians,Old Harrovians III,1 - 1
7042,22425416,2021-22,5NTH,04/12/21,Old Brentwoods III,Old Haberdashers,4 - 1
7043,22425293,2021-22,5STH,04/12/21,Old Kingstonians,Old Eastbournians,1 - 1
7044,22425420,2021-22,5STH,04/12/21,Old Ardinians II,Old Wykehamists II,2 - 5
7045,22425419,2021-22,5STH,04/12/21,Old Amplefordians,Old Salopians II,8 - 3
7046,22678737,2021-22,AFA,04/12/21,Old Brentwoods IV,Bank of England,"1 - 1 
										
											
(Pens 1-2)"
7047,22701453,2021-22,OBC,04/12/21,Bealonians,Old Etonians II,0 - 3
7048,22673216,2021-22,FREE,04/12/21,Old Alleynians III,TBC,"Cancelled
										
										C - C"
7049,22701464,2021-22,FREE,04/12/21,Old Harrovians II,TBC,"Cancelled
										
										C - C"
7050,22750648,2021-22,FREE,04/12/21,Old Harrovians III,TBC,"Cancelled
										
										C - C"
7051,21871297,2021-22,FREE,04/12/21,Old Kimboltonians,TBC,"Cancelled
										
										C - C"
7052,22490187,2021-22,DMVC,28/11/21,Old Etonians Vets,Old Brentwoods Vets,"Home Walkover
										
										H - W"
7053,22695590,2021-22,DMVP,28/11/21,Old Cholmeleians Vets,Old Aldenhamians Vets,"Away Walkover
										
										A - W"
7054,22695587,2021-22,DMVP,28/11/21,Old Etonians Vets,Old Brentwoods Vets,"Away Walkover
										
										A - W"
7055,22420361,2021-22,PREM,27/11/21,Old Alleynians,Old Bradfieldians,5 - 4
7056,22420490,2021-22,PREM,27/11/21,KCS Old Boys,Old Wykehamists,2 - 1
7057,22420417,2021-22,PREM,27/11/21,Old Carthusians,Old Brentwoods,1 - 0
7058,22420383,2021-22,DIV1,27/11/21,Old Rugbeians,Old Chigwellians,3 - 7
7059,22420373,2021-22,DIV1,27/11/21,Lancing Old Boys,Old Reptonians,"0 - 2 
										
											
(HT 0-0)"
7060,22420337,2021-22,DIV2,27/11/21,Old Radleians,Old Aldenhamians,"Away Walkover
										
										A - W"
7061,22420269,2021-22,DIV2,27/11/21,Old Carthusians II,Old Johnians,0 - 1
7062,22420265,2021-22,DIV2,27/11/21,Old Sennockians,Old Alleynians II,2 - 2
7063,22420274,2021-22,DIV2,27/11/21,Old Etonians II,Old Harrovians II,1 - 3
7064,22420461,2021-22,DIV3,27/11/21,Old Epsomians,Old Brentwoods II,4 - 2
7065,23073611,2021-22,DIV3,27/11/21,Old Tonbridgians II,Kings College Wimbledon II,4 - 0
7066,22425439,2021-22,DIV4,27/11/21,Old Ardinians,Old Stoics,4 - 0
7067,22425375,2021-22,5STH,27/11/21,Old Kingstonians,Old Berkhamstedians II,0 - 4
7068,22425380,2021-22,5STH,27/11/21,Old Amplefordians,Old Westminsters II,2 - 1
7069,22581805,2021-22,OBC,27/11/21,Albanian FC,Old Brentwoods III,0 - 6
7070,22581801,2021-22,OBC,27/11/21,Old Brentwoods IV,Old Parkonians,0 - 1
7071,22307172,2021-22,OBC,27/11/21,Old Merchant Taylors' II,Old Parmiterians,"Home Walkover
										
										H - W"
7072,22679836,2021-22,OBC,27/11/21,Bealonians,Old Etonians,1 - 3
7073,22517080,2021-22,FREE,27/11/21,Old Cholmeleians,TBC,"Cancelled
										
										C - C"
7074,22673186,2021-22,FREE,27/11/21,Old Cholmeleians II,TBC,"Cancelled
										
										C - C"
7075,22734037,2021-22,FREE,27/11/21,Old Harrovians,TBC,"Cancelled
										
										C - C"
7076,22701471,2021-22,FREE,27/11/21,Old Harrovians III,TBC,"Cancelled
										
										C - C"
7077,22221322,2021-22,FREE,27/11/21,Old King's Scholars,TBC,"Cancelled
										
										C - C"
7078,21871349,2021-22,FREE,27/11/21,Old Malvernians,TBC,"Cancelled
										
										C - C"
7079,22683383,2021-22,FREE,27/11/21,Old Marlburians,TBC,"Cancelled
										
										C - C"
7080,22658223,2021-22,FREE,27/11/21,Old Salopians,TBC,"Cancelled
										
										C - C"
7081,22736121,2021-22,FREE,27/11/21,Old Salopians II,TBC,"Cancelled
										
										C - C"
7082,22720025,2021-22,FREE,27/11/21,Old Shirburnians,TBC,"Cancelled
										
										C - C"
7083,22534103,2021-22,FREE,27/11/21,Old Stoics,TBC,"Cancelled
										
										C - C"
7084,22733206,2021-22,FREE,27/11/21,Old Tonbridgians,TBC,"Cancelled
										
										C - C"
7085,21892595,2021-22,FREE,27/11/21,Old Wellingtonians,TBC,"Cancelled
										
										C - C"
7086,22701441,2021-22,FREE,27/11/21,Old Westminsters,TBC,"Cancelled
										
										C - C"
7087,22736122,2021-22,FREE,27/11/21,Old Wykehamists II,TBC,"Cancelled
										
										C - C"
7088,22676921,2021-22,SALC,27/11/21,Old Foresters,Civil Service,1 - 3
7089,22412586,2021-22,DMVC,21/11/21,Old Aldenhamians Vets,Old Cholmeleians Vets,"Away Walkover
										
										A - W"
