Fixture_ID,Team_1,Team_2,Team_1_goals,Team_2_goals,ALFIE_rating,Total_goals 
12622637,Old Wellingtonians,Old Haberdashers,3,9,0.0,12
12622638,Lancing Old Boys II,Old Salopians II,1,2,4.0,3
12622685,Old Harrovians II,Old Brentwoods II,1,2,4.0,3
12622727,Old Eastbournians,Old Berkhamstedians,4,1,2.0,5
12622758,Old Foresters IV,Old Chigwellians IV,0,0,4.0,0
12622759,Old Brentwoods III,Old Malvernians II,1,0,3.0,1
12612331,KCS Old Boys,Old Etonians,3,0,2.0,3
12622582,Old Haileyburians,Old King's Scholars,3,3,5.0,6
12622583,Old Salopians,Old Radleians,3,2,4.0,5
12622639,Old Cholmeleians II,Old Carthusians III,1,3,3.0,4
12622640,Lancing Old Boys II,Old Chigwellians II,2,1,4.0,3
12622689,Old Etonians II,Kings College Wimbledon II,2,1,4.0,3
12622686,Old Marlburians,Old Aldenhamians II,1,2,4.0,3
12622687,Old Wykehamists II,Old Foresters II,1,2,4.0,3
12622688,Old Brentwoods II,Old Harrovians II,1,6,0.0,7
12622728,Old Amplefordians,Old Chigwellians III,2,1,4.0,3
12622729,Old Cholmeleians III,Old Eastbournians,3,0,2.0,3
12622760,Old Malvernians II,Old Brentwoods III,6,0,0.0,6
12622761,Old Chigwellians IV,Old Brentwoods IV,0,2,2.0,2
12622762,Old Foresters III,Old Cholmeleians IV,1,9,0.0,10
12622763,Old Foresters IV,Old Citizens,1,5,2.0,6
12612332,Old Brentwoods,Old Foresters,5,2,2.0,7
12612333,Old Etonians,Old Harrovians,4,0,1.0,4
12612334,Old Chigwellians,Old Tonbridgians,4,1,2.0,5
12622584,Old Radleians,Old Haileyburians,1,1,4.0,2
12622585,Old Westminsters,Old Wykehamists,1,3,3.0,4
12622643,Old Wellingtonians,Lancing Old Boys II,1,2,4.0,3
12622641,Old Cholmeleians II,Old Carthusians II,1,3,3.0,4
12622642,Old Haberdashers,Old Chigwellians II,2,4,3.0,6
12622644,Old Carthusians III,Old Salopians II,3,0,2.0,3
12622690,Old Aldenhamians II,Old Brentwoods II,2,1,4.0,3
12622691,Kings College Wimbledon II,Old Etonians II,5,0,0.0,5
12622692,Old Marlburians,Old Harrovians II,3,1,3.0,4
12622693,Old Foresters II,Old Wykehamists II,1,0,3.0,1
12622730,Old Eastbournians,Old Chigwellians III,1,1,4.0,2
12622764,Old Malvernians II,Old Cholmeleians IV,12,1,1.0,13
12622765,Old Foresters III,Old Citizens,0,9,0.0,9
12612335,KCS Old Boys,Old Foresters,1,1,4.0,2
12612336,Lancing Old Boys,Old Tonbridgians,4,1,2.0,5
12622586,Old Malvernians,Old Aldenhamians,2,3,4.0,5
12622646,Old Carthusians III,Lancing Old Boys II,4,2,3.0,6
12622645,Old Haberdashers,Old Cholmeleians II,1,3,3.0,4
12622647,Old Wellingtonians,Old Reptonians,3,2,4.0,5
12622696,Old Brentwoods II,Kings College Wimbledon II,3,0,2.0,3
12622694,Old Wykehamists II,Old Aldenhamians II,1,4,2.0,5
12622695,Old Foresters II,Old Etonians II,0,9,0.0,9
12622766,Old Foresters III,Old Brentwoods III,2,2,5.0,4
12622767,Old Cholmeleians IV,Old Brentwoods IV,0,1,3.0,1
12622768,Old Malvernians II,Old Chigwellians IV,7,0,0.0,7
12612338,Old Etonians,Lancing Old Boys,2,1,4.0,3
12612337,Old Foresters,Old Harrovians,0,3,2.0,3
12612339,Old Brentwoods,Old Tonbridgians,4,3,4.0,7
12622587,Old Aldenhamians,Old Haileyburians,2,0,2.0,2
12622588,Old Radleians,Old Westminsters,0,2,2.0,2
12622648,Lancing Old Boys II,Old Carthusians II,0,1,3.0,1
12622649,Old Salopians II,Old Reptonians,2,2,5.0,4
12622697,Old Etonians II,Old Harrovians II,2,2,5.0,4
12622731,Old Chigwellians III,Old Cholmeleians III,2,3,4.0,5
12622732,Old Epsomians,Old Westminsters II,2,2,5.0,4
12622769,Old Foresters III,Old Chigwellians IV,2,3,4.0,5
12622770,Old Citizens,Old Cholmeleians IV,6,1,0.0,7
12622771,Old Brentwoods IV,Old Malvernians II,2,4,3.0,6
12612343,Old Harrovians,Lancing Old Boys,0,3,2.0,3
12612340,Old Cholmeleians,Old Chigwellians,0,0,4.0,0
12612341,Old Brentwoods,Old Etonians,4,3,4.0,7
12612342,Old Carthusians,Old Foresters,3,3,5.0,6
12622589,Old Malvernians,Old Bradfieldians,5,0,0.0,5
12622590,Old Salopians,Old Haileyburians,7,0,0.0,7
12622591,Old Wykehamists,Old King's Scholars,0,1,3.0,1
12622650,Old Wellingtonians,Old Carthusians III,0,8,0.0,8
12622651,Old Carthusians II,Old Cholmeleians II,2,1,4.0,3
12622652,Lancing Old Boys II,Old Haberdashers,6,0,0.0,6
12622653,Old Chigwellians II,Old Reptonians,1,1,4.0,2
12622700,Old Foresters II,Kings College Wimbledon II,3,6,3.0,9
12622698,Old Aldenhamians II,Old Etonians II,1,2,4.0,3
12622699,Old Wykehamists II,Old Harrovians II,2,5,2.0,7
12622701,Old Brentwoods II,Old Marlburians,1,3,3.0,4
12622733,Old Berkhamstedians,Old Chigwellians III,4,2,3.0,6
12622772,Old Brentwoods III,Old Chigwellians IV,2,3,4.0,5
12622773,Old Malvernians II,Old Citizens,3,3,5.0,6
12622774,Old Brentwoods IV,Old Foresters IV,1,0,3.0,1
12612346,Old Cholmeleians,KCS Old Boys,2,2,5.0,4
12612344,Old Etonians,Old Carthusians,1,4,2.0,5
12612345,Old Tonbridgians,Old Harrovians,0,8,0.0,8
12622592,Old Wykehamists,Old Haileyburians,3,0,2.0,3
12622593,Old Malvernians,Old Salopians,3,2,4.0,5
12622654,Lancing Old Boys II,Old Carthusians III,1,4,2.0,5
12622655,Old Carthusians II,Old Haberdashers,5,2,2.0,7
12622702,Old Harrovians II,Old Etonians II,2,1,4.0,3
12622703,Old Foresters II,Old Marlburians,1,3,3.0,4
12622734,Old Amplefordians,Old Berkhamstedians,0,1,3.0,1
12622735,Old Epsomians,Old Cholmeleians III,0,1,3.0,1
12622775,Old Cholmeleians IV,Old Brentwoods III,3,7,2.0,10
12622776,Old Brentwoods IV,Old Citizens,3,4,4.0,7
12622777,Old Malvernians II,Old Foresters III,5,1,2.0,6
12612348,Lancing Old Boys,KCS Old Boys,2,0,2.0,2
12612347,Old Harrovians,Old Brentwoods,3,1,3.0,4
12612349,Old Carthusians,Old Tonbridgians,8,1,0.0,9
12622594,Old Radleians,Old Bradfieldians,6,3,3.0,9
12622595,Old Malvernians,Old King's Scholars,2,1,4.0,3
12622596,Old Aldenhamians,Old Wykehamists,2,1,4.0,3
12622656,Old Wellingtonians,Old Carthusians II,0,2,2.0,2
12622657,Old Carthusians III,Old Reptonians,2,2,5.0,4
12622705,Old Marlburians,Kings College Wimbledon II,5,1,2.0,6
12622704,Old Brentwoods II,Old Foresters II,2,6,2.0,8
12622736,Old Eastbournians,Old Epsomians,1,2,4.0,3
12622737,Old Cholmeleians III,Old Westminsters II,2,5,2.0,7
12622778,Old Brentwoods IV,Old Chigwellians IV,1,3,3.0,4
12622779,Old Foresters IV,Old Cholmeleians IV,3,2,4.0,5
12622780,Old Citizens,Old Foresters III,5,1,2.0,6
12612353,Old Carthusians,KCS Old Boys,1,0,3.0,1
12612350,Old Foresters,Old Brentwoods,1,5,2.0,6
12612351,Old Etonians,Old Chigwellians,0,0,4.0,0
12612352,Old Tonbridgians,Old Cholmeleians,1,2,4.0,3
12622597,Old Aldenhamians,Old Bradfieldians,2,4,3.0,6
12622598,Old King's Scholars,Old Haileyburians,3,2,4.0,5
12622599,Old Wykehamists,Old Radleians,3,2,4.0,5
12622600,Old Malvernians,Old Westminsters,2,3,4.0,5
12622658,Old Reptonians,Old Carthusians II,1,1,4.0,2
12622659,Old Wellingtonians,Old Cholmeleians II,1,1,4.0,2
12622660,Old Carthusians III,Old Haberdashers,6,3,3.0,9
12622706,Old Foresters II,Old Aldenhamians II,2,4,3.0,6
12622707,Old Marlburians,Old Brentwoods II,6,2,2.0,8
12622738,Old Westminsters II,Old Berkhamstedians,1,2,4.0,3
12622739,Old Amplefordians,Old Epsomians,3,4,4.0,7
12622781,Old Cholmeleians IV,Old Chigwellians IV,3,2,4.0,5
12622782,Old Brentwoods III,Old Citizens,0,9,0.0,9
12622783,Old Malvernians II,Old Foresters IV,9,0,0.0,9
12612354,Old Cholmeleians,Old Carthusians,2,2,5.0,4
12612355,Old Etonians,Old Foresters,2,3,4.0,5
12622601,Old Bradfieldians,Old Haileyburians,0,2,2.0,2
12622602,Old Wykehamists,Old Salopians,1,2,4.0,3
12622603,Old Aldenhamians,Old Westminsters,0,5,0.0,5
12622661,Old Reptonians,Old Carthusians III,2,3,4.0,5
12622662,Old Carthusians II,Old Chigwellians II,4,1,2.0,5
12622708,Old Wykehamists II,Kings College Wimbledon II,1,3,3.0,4
12622709,Old Etonians II,Old Marlburians,2,5,2.0,7
12622740,Old Westminsters II,Old Chigwellians III,1,4,2.0,5
12622741,Old Amplefordians,Old Cholmeleians III,1,5,2.0,6
12622742,Old Berkhamstedians,Old Eastbournians,1,1,4.0,2
12622784,Old Cholmeleians IV,Old Foresters III,0,3,2.0,3
12612356,Old Chigwellians,Old Brentwoods,3,2,4.0,5
12612357,Old Cholmeleians,Old Foresters,3,2,4.0,5
12622604,Old Salopians,Old Aldenhamians,4,2,3.0,6
12622605,Old Wykehamists,Old Bradfieldians,4,4,6.0,8
12622663,Old Wellingtonians,Old Chigwellians II,0,3,2.0,3
12622664,Old Cholmeleians II,Old Reptonians,1,7,0.0,8
12622711,Old Aldenhamians II,Kings College Wimbledon II,4,3,4.0,7
12622710,Old Wykehamists II,Old Brentwoods II,1,2,4.0,3
12622743,Old Cholmeleians III,Old Berkhamstedians,1,0,3.0,1
12622744,Old Amplefordians,Old Eastbournians,2,5,2.0,7
12622745,Old Chigwellians III,Old Epsomians,2,5,2.0,7
12622785,Old Brentwoods IV,Old Brentwoods III,4,0,1.0,4
12622786,Old Foresters IV,Old Foresters III,2,1,4.0,3
13711962,Old Amplefordians,Ampleforth College 1st XI,4,2,3.0,6
13868764,Old Cholmeleians II,Old Merchant Taylors,0,4,1.0,4
13646388,Old Cholmeleians II,Old Millfieldians,3,4,4.0,7
13098821,Lancing Old Boys,Old Foresters,3,0,2.0,3
13098923,Old Haileyburians,Old Wykehamists,0,3,2.0,3
13097280,Old Sennockians,Old Harrovians III,1,6,0.0,7
13098752,Lancing Old Boys,Old Brentwoods,4,1,2.0,5
13098754,Old Carthusians,Old Cholmeleians,6,3,3.0,9
13098866,Old Aldenhamians,Old Westminsters,2,2,5.0,4
13469677,Old Carthusians III,Old Marlburians,1,4,2.0,5
13186732,Old Aldenhamians II,Old Wellingtonians,5,2,2.0,7
13186693,Old Chigwellians II,Old Cholmeleians II,8,0,0.0,8
13097201,Old Brentwoods II,Old Wykehamists II,0,3,2.0,3
13340143,Old Amplefordians,Old Brentwoods IV,2,7,0.0,9
13186723,Old Carthusians II,Old Wellingtonians,4,1,2.0,5
13617599,Old Harrovians Vets,Old Etonians Vets,2,3,4.0,5
13617591,Old Brentwoods Vets,Old Salopians Vets,4,2,3.0,6
13098809,Lancing Old Boys,Old Salopians,0,1,3.0,1
13469475,Old Etonians,Old Foresters,0,1,3.0,1
13098806,Old Harrovians,Old Cholmeleians,1,4,2.0,5
13300466,Old Radleians,Old Tonbridgians,0,4,1.0,4
13098860,Old Westminsters,Old King's Scholars,7,5,4.0,12
13186657,Old Marlburians,Lancing Old Boys II,2,1,4.0,3
13186703,Old Haberdashers,Old Carthusians III,1,6,0.0,7
13186716,Old Chigwellians II,Old Salopians II,0,2,2.0,2
13366107,Old Carthusians III,Old Haberdashers,4,1,2.0,5
13097217,Old Berkhamstedians,Old Brentwoods II,2,1,4.0,3
13097207,Old Foresters II,Old Cholmeleians III,1,1,4.0,2
13097339,Old Stoics,Old Eastbournians,3,5,4.0,8
13325406,Old Westminsters II,Old Citizens,2,3,4.0,5
13470117,Old Brentwoods IV,Old Sennockians,2,3,4.0,5
13418291,Old Foresters III,Old Cholmeleians IV,1,2,4.0,3
13578360,Queen Mary College Old Boys,Old Aldenhamians,5,2,2.0,7
13097266,Old Millhillians,Old Sennockians,1,2,4.0,3
13574448,Old Cholmeleians Vets,Old Etonians Vets,1,3,3.0,4
13597533,Old Kimboltonians Vets,Old Brentwoods Vets,0,1,3.0,1
13098835,Old Brentwoods,Old Cholmeleians,2,5,2.0,7
13469473,Lancing Old Boys,Old Malvernians,4,2,3.0,6
13098831,Old Harrovians,Old Salopians,2,2,5.0,4
13098852,KCS Old Boys,Old Haileyburians,3,0,2.0,3
13098868,Old Tonbridgians,Old Radleians,2,2,5.0,4
13098909,Old Reptonians,Old Westminsters,1,1,4.0,2
13098846,Old Bradfieldians,Old Wykehamists,5,2,2.0,7
13098915,Old Aldenhamians,Old King's Scholars,1,0,3.0,1
13186682,Old Salopians II,Old Aldenhamians II,1,2,4.0,3
13186695,Old Haberdashers,Old Wellingtonians,0,4,1.0,4
13186706,Old Cholmeleians II,Old Chigwellians II,1,0,3.0,1
13471390,Old Harrovians II,Old Cholmeleians III,1,5,2.0,6
13097198,Kings College Wimbledon II,Old Etonians II,0,2,2.0,2
13471385,Old Epsomians,Old Wykehamists II,4,2,3.0,6
13097204,Old Berkhamstedians,Old Foresters II,0,3,2.0,3
13097323,Old Citizens,Old Bancroftians AFC,3,1,3.0,4
13097333,Old Eastbournians,Old Brentwoods III,3,4,4.0,7
13097335,Old Westminsters II,Old Malvernians II,0,1,3.0,1
13097279,Old Brentwoods IV,Old Amplefordians,2,3,4.0,5
13097281,Old Sennockians,Old Cholmeleians IV,5,3,4.0,8
13602722,Old Foresters,Old Carthusians,0,3,2.0,3
13606994,Old Carthusians II,Old Marlburians,1,2,4.0,3
13612305,Old Oundelians,Old Stoics,1,0,3.0,1
13098782,Old Brentwoods,Old Etonians,0,3,2.0,3
13328099,Old Cholmeleians,Old Foresters,3,2,4.0,5
13098824,Old Carthusians,Lancing Old Boys,1,0,3.0,1
13098893,KCS Old Boys,Old Radleians,4,2,3.0,6
13098883,Old Haileyburians,Old Reptonians,2,3,4.0,5
13098891,Old Bradfieldians,Old Aldenhamians,1,3,3.0,4
13098884,Old Tonbridgians,Old Westminsters,3,0,2.0,3
13334851,Old King's Scholars,Old Wykehamists,2,1,4.0,3
13186674,Old Carthusians II,Old Salopians II,2,2,5.0,4
13419686,Old Carthusians III,Old Cholmeleians II,1,3,3.0,4
13186722,Old Chigwellians II,Old Haberdashers,1,2,4.0,3
13186652,Old Aldenhamians II,Old Marlburians,1,9,0.0,10
13186711,Lancing Old Boys II,Old Wellingtonians,2,1,4.0,3
13186662,Old Cholmeleians II,Old Carthusians III,3,1,3.0,4
13097215,Old Brentwoods II,Old Etonians II,0,1,3.0,1
13471386,Old Etonians II,Old Brentwoods II,2,0,2.0,2
13097212,Old Epsomians,Old Foresters II,1,2,4.0,3
13097293,Old Bancroftians AFC,Old Westminsters II,1,1,4.0,2
13097303,Old Brentwoods III,Old Malvernians II,0,4,1.0,4
13097294,Old Chigwellians III,Old Citizens,1,4,2.0,5
13399245,Old Brentwoods IV,Old Cholmeleians IV,1,0,3.0,1
13097268,Old Millhillians,Old Foresters III,6,1,0.0,7
13605355,Old Sennockians,Old Oundelians,1,3,3.0,4
13596451,Old Amplefordians,Old Stoics,1,5,2.0,6
13469472,Old Salopians,Old Brentwoods,1,1,4.0,2
13098787,Old Harrovians,Old Carthusians,1,3,3.0,4
13098785,Old Chigwellians,Old Malvernians,2,1,4.0,3
13098826,Old Malvernians,Old Chigwellians,1,1,4.0,2
13098827,Old Foresters,Old Etonians,1,2,4.0,3
13098874,Old Westminsters,KCS Old Boys,0,2,2.0,2
13098892,Old Wykehamists,Old Haileyburians,6,3,3.0,9
13098896,Old Reptonians,Old Radleians,4,6,4.0,10
13098897,Old King's Scholars,Old Tonbridgians,0,4,1.0,4
13186702,Old Aldenhamians II,Lancing Old Boys II,2,1,4.0,3
13186696,Old Wellingtonians,Old Chigwellians II,0,1,3.0,1
13186718,Old Salopians II,Old Haberdashers,1,5,2.0,6
13186727,Old Chigwellians II,Old Wellingtonians,2,3,4.0,5
13471388,Old Foresters II,Kings College Wimbledon II,4,1,2.0,5
13471389,Old Berkhamstedians,Old Etonians II,4,0,1.0,4
13097182,Old Cholmeleians III,Old Brentwoods II,0,2,2.0,2
13097195,Old Brentwoods II,Old Cholmeleians III,1,0,3.0,1
13097309,Old Chigwellians III,Old Brentwoods III,2,4,3.0,6
13097250,Old Millhillians,Old Brentwoods IV,0,1,3.0,1
13470114,Old Harrovians III,Old Cholmeleians IV,1,4,2.0,5
13597223,Old Carthusians III,Old Carthusians II,3,3,5.0,6
13585163,Old Millfieldians,Old Marlburians,3,4,4.0,7
13596475,Old Westminsters II,Old Sennockians,2,4,3.0,6
13591405,Old Oundelians,Old Citizens,2,2,5.0,4
13429247,Old Stoics,Stowe School,3,3,5.0,6
13098794,Old Foresters,Lancing Old Boys,2,0,2.0,2
13573198,Old Foresters,Lancing Old Boys,2,0,2.0,2
13507808,Old Harrovians Vets,Old Foresters Vets,2,1,4.0,3
13409652,Old Kimboltonians Vets,Old Westminsters Vets,2,1,4.0,3
13559025,Old Salopians Vets,Old Wykehamists Vets,3,1,3.0,4
13469471,Old Cholmeleians,Lancing Old Boys,3,3,5.0,6
13098825,Old Harrovians,Old Brentwoods,2,0,2.0,2
13300421,Old Malvernians,Old Foresters,0,10,0.0,10
13469469,Old Salopians,Old Carthusians,0,5,0.0,5
13098807,Old Chigwellians,Old Etonians,0,2,2.0,2
13098876,Old Bradfieldians,Old Tonbridgians,2,4,3.0,6
13098920,Old Wykehamists,Old Westminsters,3,3,5.0,6
13098857,Old Reptonians,Old Aldenhamians,2,1,4.0,3
13366108,Old Marlburians,Old Cholmeleians II,2,2,5.0,4
13186675,Old Wellingtonians,Old Carthusians III,1,1,4.0,2
13186701,Old Carthusians III,Old Wellingtonians,1,0,3.0,1
13471387,Kings College Wimbledon II,Old Harrovians II,2,5,2.0,7
13471391,Old Wykehamists II,Old Foresters II,1,5,2.0,6
13097172,Old Epsomians,Old Cholmeleians III,2,2,5.0,4
13097338,Old Bancroftians AFC,Old Chigwellians III,1,0,3.0,1
13470116,Old Amplefordians,Old Millhillians,5,3,4.0,8
13470115,Old Cholmeleians IV,Old Brentwoods IV,1,2,4.0,3
13574102,Old Carthusians II,Old Citizens,6,5,5.0,11
13585107,Old Stoics,Old Brentwoods III,1,0,3.0,1
13585110,Old Westminsters II,Old Eastbournians,3,2,4.0,5
13577982,Old Radleians,Radley College 1st XI,2,1,4.0,3
13372324,Arthurian League Representative Team,SAL Representative Team,1,0,3.0,1
13098802,Old Foresters,Old Brentwoods,4,1,2.0,5
13098798,Old Chigwellians,Old Carthusians,2,3,4.0,5
13098784,Lancing Old Boys,Old Harrovians,1,2,4.0,3
13098762,Old Etonians,Old Salopians,1,3,3.0,4
13098875,Old Aldenhamians,Old Haileyburians,8,2,0.0,10
13289947,Old Bradfieldians,Old Radleians,1,1,4.0,2
13098913,Old King's Scholars,Old Westminsters,0,3,2.0,3
13098903,Old Reptonians,KCS Old Boys,1,6,0.0,7
13098890,Old Wykehamists,Old Tonbridgians,3,2,4.0,5
13186679,Old Carthusians III,Old Aldenhamians II,2,0,2.0,2
13186710,Old Marlburians,Old Carthusians II,1,2,4.0,3
13186691,Old Salopians II,Old Wellingtonians,1,3,3.0,4
13186728,Old Chigwellians II,Lancing Old Boys II,0,3,2.0,3
13186670,Old Aldenhamians II,Old Carthusians III,0,1,3.0,1
13186659,Old Haberdashers,Old Cholmeleians II,3,4,4.0,7
13097177,Old Cholmeleians III,Old Berkhamstedians,2,4,3.0,6
13097210,Old Wykehamists II,Old Brentwoods II,1,1,4.0,2
13280587,Old Etonians II,Old Epsomians,1,1,4.0,2
13561370,Old Millfieldians,Old Harrovians II,5,1,2.0,6
13570987,Old Chigwellians III,Old Amplefordians,2,7,0.0,9
13570986,Old Brentwoods III,Old Bancroftians AFC,1,0,3.0,1
13570988,Old Stoics,Old Brentwoods IV,3,2,4.0,5
13570983,Old Oundelians,Old Cholmeleians IV,4,1,2.0,5
13570982,Old Ardinians,Old Westminsters II,0,3,2.0,3
13570990,Old Foresters III,Old Sennockians,1,3,3.0,4
13570989,Old Alleynians AFC,Old Citizens,0,3,2.0,3
13098783,Old Salopians,Old Foresters,1,1,4.0,2
13098810,Old Etonians,Lancing Old Boys,4,3,4.0,7
13413406,Old Cholmeleians Vets,Old Reptonians Vets,4,3,4.0,7
13098819,Old Salopians,Old Etonians,1,2,4.0,3
13098786,Old Chigwellians,Lancing Old Boys,1,4,2.0,5
13296802,Old Westminsters,Old Reptonians,1,1,4.0,2
13098881,Old Aldenhamians,KCS Old Boys,1,4,2.0,5
13098888,Old Radleians,Old Haileyburians,2,1,4.0,3
13186725,Old Salopians II,Old Cholmeleians II,1,5,2.0,6
13296886,Old Carthusians III,Lancing Old Boys II,1,0,3.0,1
13097181,Old Epsomians,Kings College Wimbledon II,6,2,2.0,8
13097185,Old Harrovians II,Old Berkhamstedians,2,2,5.0,4
13097168,Old Wykehamists II,Old Cholmeleians III,1,1,4.0,2
13097337,Old Malvernians II,Old Brentwoods III,2,3,4.0,5
13097329,Old Westminsters II,Old Stoics,3,1,3.0,4
13399798,Old Cholmeleians IV,Old Amplefordians,1,2,4.0,3
13097258,Old Sennockians,Old Foresters III,3,1,3.0,4
13550222,Old Brentwoods,Old Foresters,0,1,3.0,1
13535666,Old Carthusians,Old Tonbridgians,2,1,4.0,3
13549513,Old Brentwoods II,Old Carthusians II,0,2,2.0,2
13561449,Old Chigwellians II,Old Marlburians,1,6,0.0,7
13400464,Old Haberdashers,Haberdashers Aske School 1st XI,2,6,2.0,8
13423957,Forest School 1st XI,Old Foresters II,4,4,6.0,8
13401038,Old Chigwellians Vets,Old Etonians Vets,1,2,4.0,3
13098812,Old Foresters,Old Chigwellians,3,1,3.0,4
13098805,Old Carthusians,Old Brentwoods,2,0,2.0,2
13300422,Old Salopians,Old Malvernians,5,2,2.0,7
13098834,Old Harrovians,Old Etonians,1,2,4.0,3
13098904,Old King's Scholars,Old Bradfieldians,1,3,3.0,4
13339960,Old Aldenhamians,Old Radleians,3,0,2.0,3
13469538,Old Tonbridgians,KCS Old Boys,0,6,0.0,6
13186686,Old Carthusians II,Old Carthusians III,3,4,4.0,7
13399715,Old Aldenhamians II,Old Haberdashers,1,2,4.0,3
13186648,Lancing Old Boys II,Old Salopians II,1,1,4.0,2
13186707,Old Marlburians,Old Wellingtonians,0,1,3.0,1
13097222,Kings College Wimbledon II,Old Cholmeleians III,1,3,3.0,4
13097226,Old Foresters II,Old Epsomians,0,1,3.0,1
13097227,Old Harrovians II,Old Etonians II,2,2,5.0,4
13097336,Old Bancroftians AFC,Old Stoics,2,1,4.0,3
13438688,Old Reptonians,Lancing Old Boys,2,4,3.0,6
13550240,Old Chigwellians II,Old Kimboltonians,2,1,4.0,3
13549381,Old Brentwoods III,Old Millfieldians,4,6,4.0,10
13098830,Old Carthusians,Old Malvernians,6,2,2.0,8
13310577,Old Salopians,Old Chigwellians,1,1,4.0,2
13300469,Old Wykehamists,Old Aldenhamians,1,3,3.0,4
13098872,Old Reptonians,Old Tonbridgians,0,1,3.0,1
13098898,Old Haileyburians,Old Westminsters,3,1,3.0,4
13186665,Old Cholmeleians II,Old Carthusians II,0,1,3.0,1
13186714,Old Carthusians II,Old Cholmeleians II,1,1,4.0,2
13186646,Old Haberdashers,Lancing Old Boys II,0,3,2.0,3
13186708,Old Chigwellians II,Old Carthusians III,0,3,2.0,3
13186673,Old Carthusians III,Old Chigwellians II,4,1,2.0,5
13097200,Old Berkhamstedians,Old Harrovians II,4,0,1.0,4
13321421,Kings College Wimbledon II,Old Wykehamists II,7,3,2.0,10
13097175,Old Etonians II,Old Cholmeleians III,2,0,2.0,2
13097211,Old Cholmeleians III,Old Etonians II,2,3,4.0,5
13097330,Old Brentwoods III,Old Bancroftians AFC,1,1,4.0,2
13097325,Old Malvernians II,Old Stoics,0,1,3.0,1
13097326,Old Eastbournians,Old Westminsters II,1,1,4.0,2
13097271,Old Harrovians III,Old Foresters III,4,3,4.0,7
13438686,Old Foresters,Old Brentwoods,4,4,6.0,8
13515995,Old Kimboltonians,Old Alleynians AFC,3,3,5.0,6
13536696,Old Brentwoods II,Old Sennockians,3,0,2.0,3
13524757,Old Chigwellians III,Old Cholmeleians IV,6,1,0.0,7
13524785,Old Millfieldians,Old Amplefordians,5,0,0.0,5
13529650,Old Epsomians,Old Citizens,0,4,1.0,4
13098818,Old Cholmeleians,Old Chigwellians,2,0,2.0,2
13098887,Old King's Scholars,KCS Old Boys,0,10,0.0,10
13301407,Old Chigwellians II,Old Carthusians II,1,4,2.0,5
13097206,Old Brentwoods II,Kings College Wimbledon II,2,5,2.0,7
13097321,Old Citizens,Old Malvernians II,2,3,4.0,5
13426947,Old Harrovians III,Old Millhillians,3,2,4.0,5
13438687,Old Salopians,Old Tonbridgians,0,3,2.0,3
13478706,Old Carthusians,Old Westminsters,5,0,0.0,5
13529653,Old Cholmeleians II,Old Carthusians III,1,9,0.0,10
13529651,Old Stoics,Old Harrovians II,2,3,4.0,5
13420230,Old Ardinians,Old Sennockians,1,5,2.0,6
13506253,Old Oundelians,Old Carthusians III,2,6,2.0,8
13479987,Old Bradfieldians Vets,Old Salopians Vets,0,5,0.0,5
13414900,Old Millfieldians,Old Alleynians AFC,0,1,3.0,1
13469470,Old Malvernians,Old Cholmeleians,0,6,0.0,6
13098815,Old Carthusians,Old Harrovians,4,1,2.0,5
13300467,Old Westminsters,Old Tonbridgians,2,1,4.0,3
13296801,Old Haileyburians,Old Aldenhamians,2,0,2.0,2
13300472,Old Wykehamists,Old Bradfieldians,2,3,4.0,5
13186692,Old Haberdashers,Old Aldenhamians II,5,3,4.0,8
13186688,Old Salopians II,Old Marlburians,1,3,3.0,4
13186685,Old Cholmeleians II,Old Wellingtonians,2,2,5.0,4
13469676,Old Wellingtonians,Old Cholmeleians II,2,2,5.0,4
13455285,Old Cholmeleians III,Old Citizens,0,1,3.0,1
13455280,Old Chigwellians II,Old Wykehamists II,7,2,0.0,9
13420229,Old Westminsters II,Old Amplefordians,1,6,0.0,7
13518551,Old Carthusians II,Glynn Old Boys II,1,4,2.0,5
13406393,Old Carthusians III,Old Suttonians,2,5,2.0,7
13328065,Old Cholmeleians,Old Etonians,1,0,3.0,1
13098822,Old Chigwellians,Old Harrovians,0,4,1.0,4
13098914,Old Bradfieldians,Old Haileyburians,0,3,2.0,3
13339951,Old Wykehamists,KCS Old Boys,3,6,3.0,9
13098910,Old Tonbridgians,Old King's Scholars,8,1,0.0,9
13186672,Old Cholmeleians II,Lancing Old Boys II,3,0,2.0,3
13186715,Old Haberdashers,Old Marlburians,0,8,0.0,8
13097328,Old Chigwellians III,Old Malvernians II,2,3,4.0,5
13420232,Old Brentwoods IV,Old Alleynians AFC,1,4,2.0,5
13455288,Old Carthusians II,Old Etonians II,9,1,0.0,10
13430115,Old St Marys,Old Aldenhamians,0,2,2.0,2
13415965,Old Foresters Vets,Lancing Old Boys Vets,2,2,5.0,4
13401037,Old Harrovians Vets,Old Carthusians Vets,4,3,4.0,7
13469474,Old Malvernians,Old Brentwoods,1,5,2.0,6
13098820,Old Etonians,Old Carthusians,1,1,4.0,2
13098799,Old Foresters,Old Harrovians,3,2,4.0,5
13098779,Old Salopians,Old Cholmeleians,1,2,4.0,3
13098902,Old Aldenhamians,Old Wykehamists,2,3,4.0,5
13186700,Lancing Old Boys II,Old Marlburians,1,4,2.0,5
13471384,Kings College Wimbledon II,Old Berkhamstedians,1,2,4.0,3
