Fixture_ID,Team_1,Team_2,Team_1_goals,Team_2_goals,ALFIE_rating,Total_goals 
18020272,Old Columbans,Old Sennockians,3,4,4.0,7
18052222,Old Merchant Taylors II,Old Alleynians AFC,1,7,0.0,8
18051946,Old Westminsters,Old Rugbeians,2,1,4.0,3
18069130,Old Etonians II,Kings College Wimbledon II,6,1,0.0,7
18052221,Old Alleynians AFC II,Lancing Old Boys II,1,3,3.0,4
18051949,Old Radleians,Old Citizens,2,7,0.0,9
18020266,Old Foresters II,Old Suttonians SV,2,2,5.0,4
18038662,Old Westminsters II,Old Kingstonians KGS,3,1,3.0,4
18035775,KCS Old Boys,Old Actonians Association FC,3,4,4.0,7
17930313,Old Wykehamists Vets,Old Brentwoods Vets,0,2,2.0,2
17966212,Old Malvernians Vets,Old Etonians Vets,3,2,4.0,5
17517372,Old Chigwellians,KCS Old Boys,0,1,3.0,1
17517411,Old Wykehamists,Old Etonians,4,1,2.0,5
17517361,Old Tonbridgians,Old Foresters,1,2,4.0,3
17507332,Old Harrovians,Old Brentwoods,1,4,2.0,5
17507340,Old Reptonians,Old Aldenhamians,6,1,0.0,7
17507356,Old Wellingtonians,Old Berkhamstedians,2,4,3.0,6
17507318,Old Malvernians,Old Cholmeleians,1,1,4.0,2
17519445,Old Radleians,Old Foresters II,1,3,3.0,4
17519478,Old Alleynians AFC,Old Carthusians III,4,1,2.0,5
17519481,Old Carthusians II,Lancing Old Boys II,2,2,5.0,4
17519470,Old Harrovians II,Old Westminsters,1,0,3.0,1
17508738,Old Merchant Taylors,Old Chigwellians II,1,0,3.0,1
17508754,Old Sennockians,Old Tonbridgians II,1,0,3.0,1
17508728,Old Citizens,Old Epsomians,2,0,2.0,2
17526746,Old Rugbeians,Old Merchant Taylors II,3,0,2.0,3
18020273,Kings College Wimbledon II,Old Aldenhamians II,3,2,4.0,5
18038751,Old Albanians SA,Old Stoics,2,3,4.0,5
18038661,Old Bancroftians AFC,Old Harrovians III,1,3,3.0,4
18038752,Old Brentwoods II,Old Johnians FC,2,3,4.0,5
18038755,Old King's Scholars,Old Wykehamists II,5,1,2.0,6
18038754,Old Alleynians AFC II,Old Shirburnians,4,3,4.0,7
18010962,Clapham Old Xaverians,Old Carthusians,1,4,2.0,5
17987962,Old Etonians II,Bealonians,2,0,2.0,2
17517385,Old Wykehamists,Old Chigwellians,4,1,2.0,5
17517373,Old Tonbridgians,Lancing Old Boys,3,1,3.0,4
17517359,Old Marlburians,Old Foresters,1,2,4.0,3
17517407,KCS Old Boys,Old Salopians,1,2,4.0,3
17507367,Old Berkhamstedians,Old Harrovians,3,5,4.0,8
17507385,Old Wellingtonians,Old Reptonians,2,6,2.0,8
17507323,Old Aldenhamians,Old Bradfieldians,2,8,0.0,10
17524130,Old Albanians SA,Old Brentwoods III,3,1,3.0,4
17524122,Old Cholmeleians II,Old Brentwoods II,3,3,5.0,6
17527239,Old Shirburnians,Old Westminsters II,4,2,3.0,6
17527231,Old Harrovians III,Old King's Scholars,1,1,4.0,2
18020267,Old Merchant Taylors II,Old Haberdashers,6,1,0.0,7
18020290,Old Bancroftians AFC,Old Tonbridgians II,1,6,0.0,7
18020268,Old Chigwellians II,Old Kimboltonians,1,3,3.0,4
18020270,Old Westminsters,Old Stoics,6,1,0.0,7
18020262,Old Alleynians AFC,Old Foresters III,5,1,2.0,6
18020263,Old Carthusians II,Old Alleynians AFC II,1,2,4.0,3
18020271,Old Eastbournians,Old Etonians II,0,2,2.0,2
18020275,Old Rugbeians,Old Epsomians,5,2,2.0,7
18020274,Old Salopians II,Old Carthusians III,2,4,3.0,6
18020265,Old Citizens,Old Wykehamists II,4,2,3.0,6
18020260,Old Merchant Taylors,Old Radleians,2,3,4.0,5
17668164,Old Foresters Vets,Old Haileyburians Vets,4,2,3.0,6
17872838,Old Harrovians Vets,Old Reptonians Vets,5,2,2.0,7
17517386,Lancing Old Boys,Old Chigwellians,0,2,2.0,2
17517379,Old Etonians,Old Foresters,0,4,1.0,4
17517414,Old Salopians,Old Wykehamists,1,2,4.0,3
17507346,Old Berkhamstedians,Old Bradfieldians,2,4,3.0,6
17507306,Old Reptonians,Old Harrovians,2,5,2.0,7
17507383,Old Wellingtonians,Old Cholmeleians,2,2,5.0,4
17507333,Old Malvernians,Old Aldenhamians,2,2,5.0,4
17519479,Old Radleians,Old Etonians II,5,2,2.0,7
17519430,Old Alleynians AFC,Old Foresters II,4,3,4.0,7
17519462,Old Carthusians III,Old Carthusians II,1,0,3.0,1
17519476,Kings College Wimbledon II,Old Westminsters,1,3,3.0,4
17508778,Old Chigwellians II,Old Citizens,5,1,2.0,6
17508707,Old Tonbridgians II,Old Eastbournians,2,1,4.0,3
17508760,Old Aldenhamians II,Old Haberdashers,3,1,3.0,4
17508780,Old Epsomians,Old Merchant Taylors,3,2,4.0,5
17526748,Old Johnians FC,Old Suttonians SV,0,0,4.0,0
17526740,Old Rugbeians,Old Bancroftians AFC,8,0,0.0,8
17526744,Old Merchant Taylors II,Old Alleynians AFC II,0,1,3.0,1
17524119,Old Brentwoods III,Old Cholmeleians II,3,1,3.0,4
17524102,Old Columbans,Old Foresters III,2,1,4.0,3
17527228,Old Harrovians III,Old Epsomians II,1,0,3.0,1
17527235,Old King's Scholars,Kings College Wimbledon III,4,2,3.0,6
17527233,Old Westminsters II,Old Amplefordians,2,1,4.0,3
17953163,Queen Mary College Old Boys,KCS Old Boys,3,3,5.0,6
17896317,Old Carthusians,Old Parkonians,3,4,4.0,7
17517397,Old Wykehamists,Lancing Old Boys,0,1,3.0,1
17517390,Old Tonbridgians,Old Chigwellians,3,1,3.0,4
17517336,Old Etonians,Old Marlburians,3,2,4.0,5
17507368,Old Cholmeleians,Old Aldenhamians,5,0,0.0,5
17519425,Old Etonians II,Old Alleynians AFC,0,4,1.0,4
17519426,Old Foresters II,Old Carthusians II,2,1,4.0,3
17519429,Old Westminsters,Lancing Old Boys II,6,1,0.0,7
17519459,Old Carthusians III,Old Radleians,2,4,3.0,6
17508764,Old Chigwellians II,Old Aldenhamians II,2,2,5.0,4
17508725,Old Merchant Taylors,Old Citizens,2,1,4.0,3
17508739,Old Salopians II,Old Haberdashers,4,1,2.0,5
17508762,Old Eastbournians,Old Tonbridgians II,1,1,4.0,2
17526727,Old Alleynians AFC II,Old Suttonians SV,3,2,4.0,5
17526760,Old Merchant Taylors II,Old Stoics,1,5,2.0,6
17524128,Old Columbans,Old Cholmeleians II,4,1,2.0,5
17527198,Kings College Wimbledon III,Old Westminsters II,2,6,2.0,8
17844623,Old Reptonians,Old Sennockians,9,1,0.0,10
17953155,Old Foresters,Icarus,3,1,3.0,4
17964665,Old Minchendenians,Old Carthusians,0,2,2.0,2
17553453,"King's College School, Wimbledon 1st XI",KCS Old Boys,0,6,0.0,6
17553454,"King's College School, Wimbledon 2nd XI",Kings College Wimbledon II,1,3,3.0,4
17793104,St. John's School,Old Johnians FC,0,0,4.0,0
17551072,Old Brentwoods,Brentwood School 1st XI,2,1,4.0,3
17551073,Old Brentwoods II,Brentwood School 2nd XI,4,2,3.0,6
17551074,Old Brentwoods III,Brentwood School 3rd XI,6,0,0.0,6
17551075,Old Brentwoods IV,Brentwood School 4th XI,0,0,4.0,0
17551076,Old Brentwoods Vets,Brentwood School 5th XI,0,0,4.0,0
17984659,Old Epsomians,Old Epsomians II,2,2,5.0,4
17668168,Old Tonbridgians Vets,Old Etonians Vets,2,4,3.0,6
17668167,Old Salopians Vets,Old Chigwellians Vets,2,6,2.0,8
17517363,KCS Old Boys,Old Etonians,3,3,5.0,6
17519474,Old Radleians,Old Alleynians AFC,1,0,3.0,1
17519420,Old Carthusians II,Old Carthusians III,7,1,0.0,8
17508719,Old Aldenhamians II,Old Citizens,2,2,5.0,4
17524109,Old Brentwoods II,Old Foresters III,2,1,4.0,3
17527226,Old Westminsters II,Old Shirburnians,2,5,2.0,7
17854117,Lancing Old Boys,Old Merchant Taylors,5,0,0.0,5
17844626,Old Suttonians SV,Old Westminsters,3,7,2.0,10
17844622,Old Salopians,Old Berkhamstedians,6,0,0.0,6
17844624,Old Tonbridgians,Old Aldenhamians,8,2,0.0,10
17901822,Old Albanians SA,Old Kimboltonians,2,5,2.0,7
17881842,Old Wykehamists,Winchester College 1st XI,1,1,4.0,2
17517345,Old Chigwellians,Old Salopians,3,2,4.0,5
17517376,Lancing Old Boys,Old Wykehamists,4,2,3.0,6
17517367,Old Tonbridgians,KCS Old Boys,0,2,2.0,2
17507312,Old Brentwoods,Old Berkhamstedians,3,2,4.0,5
17507351,Old Harrovians,Old Malvernians,6,2,2.0,8
17519453,Old Foresters II,Lancing Old Boys II,2,0,2.0,2
17519454,Old Harrovians II,Old Carthusians III,1,2,4.0,3
17519455,Old Radleians,Old Carthusians II,5,7,4.0,12
17519450,Old Etonians II,Kings College Wimbledon II,0,3,2.0,3
17508736,Old Aldenhamians II,Old Eastbournians,4,3,4.0,7
17508722,Old Merchant Taylors,Old Epsomians,0,1,3.0,1
17508710,Old Sennockians,Old Chigwellians II,0,2,2.0,2
17526759,Old Johnians FC,Old Rugbeians,3,1,3.0,4
17526761,Old Wykehamists II,Old Bancroftians AFC,2,2,5.0,4
17844627,Old Carthusians,Old Bradfieldians,1,0,3.0,1
17854211,Old Alleynians AFC,Old Etonians,2,0,2.0,2
17792841,Old Suttonians SV,Old Cholmeleians II,6,4,4.0,10
17925484,Old Amplefordians,Old Ardinians,1,1,4.0,2
17787567,Old Aldenhamians,Worcester College Old Boys,0,2,2.0,2
17780304,Putney Saint-Germain,Old Westminsters,6,0,0.0,6
17787579,Old Foresters,Old Kingsburians,7,1,0.0,8
17877649,Spaniards,Old Reptonians,1,0,3.0,1
17517370,Old Foresters,Old Chigwellians,1,0,3.0,1
17517371,Old Salopians,Old Tonbridgians,2,2,5.0,4
17517406,Old Wykehamists,Old Marlburians,5,2,2.0,7
17507371,Old Reptonians,Old Bradfieldians,1,3,3.0,4
17507319,Old Aldenhamians,Old Berkhamstedians,4,3,4.0,7
17507347,Old Malvernians,Old Wellingtonians,4,2,3.0,6
17519451,Old Westminsters,Old Harrovians II,5,0,0.0,5
17519467,Lancing Old Boys II,Old Radleians,0,4,1.0,4
17519439,Old Carthusians II,Old Alleynians AFC,1,1,4.0,2
17508755,Old Chigwellians II,Old Merchant Taylors,4,0,1.0,4
17508751,Old Haberdashers,Old Eastbournians,4,1,2.0,5
17508726,Old Tonbridgians II,Old Sennockians,3,1,3.0,4
17508750,Old Epsomians,Old Citizens,3,6,3.0,9
17508781,Old Salopians II,Old Aldenhamians II,1,1,4.0,2
17526767,Old Bancroftians AFC,Old Rugbeians,0,2,2.0,2
17526742,Old Suttonians SV,Old Alleynians AFC II,4,2,3.0,6
17524131,Old Chigwellians III,Old Brentwoods II,1,1,4.0,2
17524099,Old Columbans,Old Brentwoods III,1,5,2.0,6
17527206,Old Westminsters II,Old Epsomians II,5,0,0.0,5
17801978,Kings College Wimbledon III,Old Foresters III,2,4,3.0,6
17834402,Old Carthusians,Polytechnic,0,3,2.0,3
17834403,Old Thorntonians,Old Etonians,2,0,2.0,2
17862264,Winchmore Hill,Old Brentwoods,1,0,3.0,1
17834404,KCS Old Boys,UCL Academicals,5,1,2.0,6
17817305,Old Etonians II,Old Tenisonians,1,0,3.0,1
17909283,Arthurian League Representative Team,Southern Amateur League Rep XI,1,1,4.0,2
17925483,Old Kingstonians KGS,Old Ardinians,0,0,4.0,0
17792768,Old Kingstonians KGS,Old Ardinians,2,3,4.0,5
17517349,Old Foresters,Lancing Old Boys,4,1,2.0,5
17517350,Old Salopians,Old Marlburians,2,2,5.0,4
17517375,KCS Old Boys,Old Carthusians,1,1,4.0,2
17517351,Old Wykehamists,Old Tonbridgians,0,3,2.0,3
17507296,Old Aldenhamians,Old Cholmeleians,2,4,3.0,6
17507374,Old Reptonians,Old Malvernians,3,1,3.0,4
17507307,Old Bradfieldians,Old Brentwoods,2,1,4.0,3
17507338,Old Harrovians,Old Berkhamstedians,1,5,2.0,6
17519489,Old Foresters II,Old Carthusians III,3,1,3.0,4
17519444,Old Harrovians II,Lancing Old Boys II,2,1,4.0,3
17519422,Old Radleians,Old Westminsters,1,3,3.0,4
17508723,Old Chigwellians II,Old Salopians II,4,0,1.0,4
17508773,Old Tonbridgians II,Old Citizens,1,2,4.0,3
17508747,Old Epsomians,Old Aldenhamians II,1,1,4.0,2
17508749,Old Sennockians,Old Eastbournians,4,2,3.0,6
17508718,Old Merchant Taylors,Old Haberdashers,7,1,0.0,8
17526753,Old Johnians FC,Old Stoics,1,0,3.0,1
17526750,Old Alleynians AFC II,Old Merchant Taylors II,4,2,3.0,6
17526733,Old Rugbeians,Old Wykehamists II,2,0,2.0,2
17524127,Old Brentwoods III,Old Brentwoods II,2,1,4.0,3
17524110,Old Cholmeleians II,Old Chigwellians III,2,4,3.0,6
17527224,Old Westminsters II,Kings College Wimbledon III,1,1,4.0,2
17497894,Eton College 1st XI,Old Etonians,0,3,2.0,3
17497895,Eton College 2nd XI,Old Etonians II,0,3,2.0,3
17517342,Old Salopians,Old Foresters,1,3,3.0,4
17517358,Lancing Old Boys,Old Etonians,1,1,4.0,2
17517344,KCS Old Boys,Old Tonbridgians,1,1,4.0,2
17507300,Old Berkhamstedians,Old Aldenhamians,3,0,2.0,3
17507361,Old Wellingtonians,Old Brentwoods,2,6,2.0,8
17507342,Old Harrovians,Old Bradfieldians,1,2,4.0,3
17519442,Old Westminsters,Old Radleians,2,4,3.0,6
17519443,Old Carthusians III,Old Alleynians AFC,1,5,2.0,6
17519432,Old Etonians II,Lancing Old Boys II,4,2,3.0,6
17519441,Old Harrovians II,Old Foresters II,5,1,2.0,6
17508744,Old Haberdashers,Old Sennockians,2,8,0.0,10
17508745,Old Tonbridgians II,Old Epsomians,1,0,3.0,1
17508743,Old Eastbournians,Old Chigwellians II,1,4,2.0,5
17508741,Old Aldenhamians II,Old Salopians II,1,3,3.0,4
17526764,Old Alleynians AFC II,Old Rugbeians,2,4,3.0,6
17526720,Old Suttonians SV,Old Bancroftians AFC,7,0,0.0,7
17527196,Old King's Scholars,Old Harrovians III,1,7,0.0,8
17527223,Old Shirburnians,Old Amplefordians,6,2,2.0,8
17792840,Old Columbans,Old Johnians FC,2,3,4.0,5
17792824,Old Foresters III,Kings College Wimbledon III,0,0,4.0,0
17792769,Old Wellingburians,Old Kimboltonians,0,6,0.0,6
17787638,Kings Old Boys,Old Brentwoods II,2,0,2.0,2
17787624,Old Manorians,Old Carthusians II,3,2,4.0,5
17802497,Old Wilsonians,Old Carthusians,0,2,2.0,2
17446568,Winchester College 1st XI,Old Wykehamists,2,3,4.0,5
17446569,Winchester College 2nd XI,Old Wykehamists II,1,0,3.0,1
17668169,Old Malvernians Vets,Old Bradfieldians Vets,5,4,5.0,9
17517343,Old Tonbridgians,Old Marlburians,4,0,1.0,4
17517405,Old Salopians,Lancing Old Boys,3,5,4.0,8
17517326,Old Carthusians,Old Wykehamists,0,0,4.0,0
17517360,Old Etonians,Old Chigwellians,1,0,3.0,1
17507381,Old Berkhamstedians,Old Malvernians,3,1,3.0,4
17507311,Old Bradfieldians,Old Cholmeleians,4,1,2.0,5
17507354,Old Brentwoods,Old Harrovians,2,3,4.0,5
17519440,Old Etonians II,Old Carthusians III,1,1,4.0,2
17519437,Old Radleians,Old Harrovians II,3,2,4.0,5
17519457,Lancing Old Boys II,Old Alleynians AFC,2,8,0.0,10
17519400,Kings College Wimbledon II,Old Carthusians II,0,5,0.0,5
17508756,Old Citizens,Old Eastbournians,4,1,2.0,5
17508785,Old Merchant Taylors,Old Salopians II,0,1,3.0,1
17508740,Old Sennockians,Old Epsomians,2,3,4.0,5
17526751,Old Stoics,Old Bancroftians AFC,1,3,3.0,4
17527216,Old Epsomians II,Old Shirburnians,1,7,0.0,8
17527218,Old Westminsters II,Old King's Scholars,3,2,4.0,5
17792844,Old Alleynians AFC II,Old Brentwoods III,2,2,5.0,4
17816220,Old Cholmeleians II,Albanian FC,2,4,3.0,6
17861520,Old Manorians,Old Foresters II,5,3,4.0,8
17854817,Heathrow Seniors,Old Aldenhamians,3,2,4.0,5
17854986,Old Tollingtonians,Old Reptonians,2,3,4.0,5
17851093,UCL Academicals IV,Old Tonbridgians II,11,1,0.0,12
17834447,Waltham Abbey,Old Foresters,3,0,2.0,3
17685554,Old Westminsters Vets,KCS Old Boys Vets,5,2,2.0,7
17517374,Old Wykehamists,Old Foresters,0,4,1.0,4
17517346,Old Marlburians,Old Etonians,1,2,4.0,3
17517396,Old Tonbridgians,Old Salopians,6,1,0.0,7
17517357,KCS Old Boys,Old Chigwellians,2,0,2.0,2
17507353,Old Aldenhamians,Old Malvernians,3,1,3.0,4
17507350,Old Berkhamstedians,Old Brentwoods,3,2,4.0,5
17507375,Old Wellingtonians,Old Bradfieldians,3,4,4.0,7
17519452,Old Etonians II,Old Westminsters,1,1,4.0,2
17519427,Old Harrovians II,Kings College Wimbledon II,2,1,4.0,3
17519469,Old Carthusians II,Old Foresters II,3,0,2.0,3
17519471,Old Carthusians III,Lancing Old Boys II,2,0,2.0,2
17508733,Old Haberdashers,Old Aldenhamians II,4,2,3.0,6
17508735,Old Salopians II,Old Tonbridgians II,2,6,2.0,8
17508731,Old Eastbournians,Old Citizens,0,3,2.0,3
17508732,Old Epsomians,Old Chigwellians II,2,3,4.0,5
17508734,Old Merchant Taylors,Old Sennockians,1,1,4.0,2
17524097,Old Albanians SA,Old Foresters III,2,1,4.0,3
17527250,Old Amplefordians,Old Harrovians III,1,4,2.0,5
17811591,Lancing Old Boys,Old Kimboltonians,3,0,2.0,3
17811587,Old Alleynians AFC,Old Harrovians,4,3,4.0,7
17792817,Old Brentwoods II,Old Stoics,0,4,1.0,4
17792822,Old Brentwoods III,Old Alleynians AFC II,0,2,2.0,2
17792819,Old Cholmeleians II,Old Suttonians SV,4,3,4.0,7
17792818,Old Johnians FC,Old Columbans,2,4,3.0,6
17792815,Old King's Scholars,Old Wykehamists II,0,3,2.0,3
17792842,Old Rugbeians,Old Shirburnians,1,0,3.0,1
17758597,Old Tenisonians,Old Carthusians,1,2,4.0,3
17700027,Old Reptonians,Globe Rangers,3,1,3.0,4
17517337,Lancing Old Boys,Old Marlburians,2,1,4.0,3
17507321,Old Harrovians,Old Reptonians,3,0,2.0,3
17519433,Old Alleynians AFC,Lancing Old Boys II,4,1,2.0,5
17508727,Old Aldenhamians II,Old Tonbridgians II,1,9,0.0,10
17508729,Old Haberdashers,Old Chigwellians II,0,4,1.0,4
17508730,Old Merchant Taylors,Old Eastbournians,2,0,2.0,2
17508746,Old Citizens,Old Salopians II,4,0,1.0,4
17526732,Old Merchant Taylors II,Old Johnians FC,3,5,4.0,8
17526725,Old Stoics,Old Suttonians SV,2,3,4.0,5
17524115,Old Albanians SA,Old Chigwellians III,2,2,5.0,4
17524116,Old Brentwoods II,Old Brentwoods III,3,3,5.0,6
17524117,Old Foresters III,Old Cholmeleians II,4,2,3.0,6
17527211,Old Harrovians III,Old Shirburnians,3,1,3.0,4
17527209,Old Amplefordians,Old Westminsters II,3,1,3.0,4
17527219,Kings College Wimbledon III,Old King's Scholars,2,3,4.0,5
17493089,Old Westminsters,Old Epsomians,9,1,0.0,10
17493100,Old Sennockians,Old Cholmeleians,2,1,4.0,3
17427144,Bank of England,Old Etonians,0,2,2.0,2
17427145,Old Brentwoods,Old Salopians,3,0,2.0,3
17427146,Old Chigwellians,Winchmore Hill,0,1,3.0,1
17427143,Old Carthusians,Old Woodhouseians,9,1,0.0,10
17427218,KCS Old Boys,Old Bromleians,2,1,4.0,3
17736411,Old Sedcopians,Old Berkhamstedians,4,0,1.0,4
17708068,Old Strand Academicals,Old Aldenhamians,3,5,4.0,8
17700026,Old Tollingtonians,Old Malvernians,5,2,2.0,7
17516164,Old Foresters,Hedinghams United,6,1,0.0,7
17713334,Arthurian League Representative Team,Royal Navy Development XI,1,1,4.0,2
17507377,Old Berkhamstedians,Old Wellingtonians,4,0,1.0,4
17507331,Old Cholmeleians,Old Bradfieldians,1,5,2.0,6
17519473,Old Harrovians II,Old Carthusians II,1,2,4.0,3
17519434,Old Carthusians III,Kings College Wimbledon II,0,2,2.0,2
17508753,Old Salopians II,Old Chigwellians II,2,4,3.0,6
17508724,Old Eastbournians,Old Haberdashers,4,3,4.0,7
17508761,Old Citizens,Old Sennockians,4,3,4.0,7
17526716,Old Merchant Taylors II,Old Suttonians SV,1,3,3.0,4
17524112,Old Albanians SA,Old Brentwoods II,2,2,5.0,4
17524113,Old Brentwoods III,Old Foresters III,4,1,2.0,5
17524134,Old Columbans,Old Chigwellians III,8,0,0.0,8
17527236,Old Shirburnians,Old Epsomians II,0,3,2.0,3
17527203,Kings College Wimbledon III,Old Harrovians III,2,4,3.0,6
17493098,Old Aldenhamians,Old Rugbeians,5,3,4.0,8
17493090,Old Bancroftians AFC,Old Reptonians,1,4,2.0,5
17493096,Old Brentwoods,Old Salopians,0,4,1.0,4
17493093,Old Foresters,Old Wykehamists,2,0,2.0,2
17493095,Old Kimboltonians,Lancing Old Boys,1,1,4.0,2
17493099,Old Harrovians,Old Alleynians AFC,1,1,4.0,2
17493097,Old Chigwellians,Old Merchant Taylors,2,3,4.0,5
17493094,Old Radleians,Old Carthusians,1,9,0.0,10
17493102,Old Tonbridgians,Old Malvernians,2,1,4.0,3
17493091,Old Etonians,KCS Old Boys,3,2,4.0,5
17484020,Mill Hill Village,Old Foresters II,0,3,2.0,3
17427445,Old Aldenhamians II,Alleyn Old Boys,2,6,2.0,8
17736469,Old Meadonians,Old Tonbridgians II,4,5,5.0,9
17430489,Old Etonians II,Enfield Old Grammarians,5,2,2.0,7
17493101,Old Bradfieldians,Old Eastbournians,2,0,2.0,2
17517402,Old Chigwellians,Lancing Old Boys,2,0,2.0,2
17517355,Old Salopians,KCS Old Boys,2,1,4.0,3
17517369,Old Etonians,Old Wykehamists,1,2,4.0,3
17517334,Old Marlburians,Old Tonbridgians,2,3,4.0,5
17507298,Old Brentwoods,Old Malvernians,3,1,3.0,4
17507366,Old Wellingtonians,Old Harrovians,0,3,2.0,3
17507335,Old Cholmeleians,Old Berkhamstedians,1,3,3.0,4
17519419,Lancing Old Boys II,Old Harrovians II,2,1,4.0,3
17519421,Old Foresters II,Old Etonians II,1,2,4.0,3
17519418,Kings College Wimbledon II,Old Alleynians AFC,1,3,3.0,4
17508721,Old Haberdashers,Old Salopians II,3,1,3.0,4
17508786,Old Tonbridgians II,Old Chigwellians II,0,3,2.0,3
17508775,Old Citizens,Old Aldenhamians II,3,1,3.0,4
17526718,Old Alleynians AFC II,Old Johnians FC,1,2,4.0,3
17526726,Old Stoics,Old Wykehamists II,4,3,4.0,7
17524096,Old Foresters III,Old Brentwoods II,0,4,1.0,4
17527213,Old King's Scholars,Old Epsomians II,0,3,2.0,3
17493092,Old Amplefordians,Old Suttonians SV,1,4,2.0,5
17667365,Forest Green,Old Westminsters,4,7,3.0,11
17708065,Old Aldenhamians,Egbertian FC,7,4,3.0,11
17483993,Spaniards,Old Foresters,0,6,0.0,6
17667367,The Warren First,Old Sennockians,4,3,4.0,7
17430482,Old Carthusians,Old Owens,2,1,4.0,3
17517395,Old Chigwellians,Old Foresters,0,0,4.0,0
17517353,Lancing Old Boys,Old Salopians,2,2,5.0,4
17517388,Old Marlburians,Old Wykehamists,0,1,3.0,1
17517341,Old Etonians,KCS Old Boys,2,2,5.0,4
17507364,Old Brentwoods,Old Bradfieldians,1,2,4.0,3
17507317,Old Harrovians,Old Aldenhamians,7,0,0.0,7
17507308,Old Cholmeleians,Old Wellingtonians,6,1,0.0,7
17507309,Old Malvernians,Old Reptonians,3,2,4.0,5
17519403,Old Westminsters,Old Carthusians III,0,4,1.0,4
17519417,Old Etonians II,Old Radleians,2,3,4.0,5
17519415,Old Alleynians AFC,Old Harrovians II,3,2,4.0,5
17519414,Kings College Wimbledon II,Lancing Old Boys II,3,1,3.0,4
17508717,Old Epsomians,Old Tonbridgians II,2,3,4.0,5
17508777,Old Haberdashers,Old Merchant Taylors,2,5,2.0,7
17508716,Old Eastbournians,Old Aldenhamians II,4,1,2.0,5
17526723,Old Bancroftians AFC,Old Merchant Taylors II,1,2,4.0,3
17526724,Old Rugbeians,Old Alleynians AFC II,2,1,4.0,3
17526739,Old Johnians FC,Old Wykehamists II,5,2,2.0,7
17524106,Old Brentwoods III,Old Albanians SA,5,1,2.0,6
17524107,Old Chigwellians III,Old Foresters III,1,1,4.0,2
17524108,Old Cholmeleians II,Old Columbans,2,3,4.0,5
17527229,Old Shirburnians,Kings College Wimbledon III,7,1,0.0,8
17527245,Old King's Scholars,Old Westminsters II,0,4,1.0,4
17427353,Old Brentwoods II,Old Aloysians,3,2,4.0,5
17427355,Old Salopians II,Old Minchendenians,2,9,0.0,11
17427354,Old Carthusians II,Old Wokingians,1,1,4.0,2
17552887,Economicals,Old Carthusians,0,3,2.0,3
17497889,Old Tonbridgians,Old Ignatians,1,6,0.0,7
17517332,Old Foresters,Old Marlburians,2,0,2.0,2
17517412,Old Carthusians,Old Chigwellians,5,1,2.0,6
17517413,Old Etonians,Lancing Old Boys,2,1,4.0,3
17517331,KCS Old Boys,Old Wykehamists,1,0,3.0,1
17507315,Old Berkhamstedians,Old Reptonians,4,2,3.0,6
17507305,Old Brentwoods,Old Cholmeleians,5,1,2.0,6
17507330,Old Wellingtonians,Old Malvernians,2,1,4.0,3
17507378,Old Bradfieldians,Old Harrovians,5,3,4.0,8
17519413,Old Foresters II,Old Alleynians AFC,0,0,4.0,0
17519410,Lancing Old Boys II,Old Westminsters,2,3,4.0,5
17519411,Old Carthusians II,Old Radleians,2,2,5.0,4
17519460,Old Harrovians II,Old Etonians II,2,5,2.0,7
17508711,Old Chigwellians II,Old Eastbournians,1,3,3.0,4
17508714,Old Tonbridgians II,Old Aldenhamians II,3,3,5.0,6
17508789,Old Sennockians,Old Merchant Taylors,2,1,4.0,3
17526734,Old Bancroftians AFC,Old Wykehamists II,5,1,2.0,6
17526754,Old Rugbeians,Old Suttonians SV,3,0,2.0,3
17526721,Old Johnians FC,Old Merchant Taylors II,1,2,4.0,3
17526722,Old Stoics,Old Alleynians AFC II,4,4,6.0,8
17524104,Old Brentwoods III,Old Chigwellians III,3,1,3.0,4
17524105,Old Columbans,Old Brentwoods II,1,1,4.0,2
17524133,Old Cholmeleians II,Old Albanians SA,1,2,4.0,3
17527202,Old Amplefordians,Old Epsomians II,3,0,2.0,3
17527212,Old Harrovians III,Kings College Wimbledon III,4,1,2.0,5
17527205,Old King's Scholars,Old Shirburnians,2,2,5.0,4
17427669,UCL Academicals IV,Old Foresters III,9,1,0.0,10
17427159,Shrewsbury School 1st XI,Old Salopians,0,5,0.0,5
17427160,Shrewsbury School 2nd XI,Old Salopians II,1,1,4.0,2
17517329,Lancing Old Boys,Old Foresters,0,3,2.0,3
17517330,Old Marlburians,KCS Old Boys,1,0,3.0,1
17507334,Old Brentwoods,Old Aldenhamians,5,0,0.0,5
17507301,Old Cholmeleians,Old Harrovians,2,2,5.0,4
17519409,Old Alleynians AFC,Old Westminsters,1,1,4.0,2
17519486,Old Etonians II,Old Foresters II,1,1,4.0,2
17519408,Kings College Wimbledon II,Old Harrovians II,2,1,4.0,3
17508774,Old Chigwellians II,Old Sennockians,0,2,2.0,2
17508776,Old Epsomians,Old Salopians II,1,2,4.0,3
17508708,Old Haberdashers,Old Citizens,2,2,5.0,4
17526737,Old Merchant Taylors II,Old Wykehamists II,3,1,3.0,4
17526738,Old Suttonians SV,Old Stoics,0,6,0.0,6
17524100,Old Brentwoods II,Old Cholmeleians II,2,2,5.0,4
17524101,Old Chigwellians III,Old Albanians SA,2,4,3.0,6
